id	date	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	DATA	DATA_TYPE_appendixes	DATA_TYPE_data_supplements	DATA_TYPE_shared_data	FUNDER	FNS_FUNDER	EU_FUNDER	type	DOI_AOU	DOI	PMID	AOU	PUBMED	PMID_PUBMED	MERGED_BY_PMID	MERGED_BY_DOI	DATA_PUBMED
unige:139081	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1126/sciadv.aaz1261	10.1126/SCIADV.AAZ1261	32494737	1	1	32494737	1	0	0
unige:139160	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1016/j.neuropsychologia.2020.107337	10.1016/J.NEUROPSYCHOLOGIA.2020.107337	31923525	1	1	31923525	1	0	0
unige:139160	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1016/j.neuropsychologia.2020.107337	10.1016/J.NEUROPSYCHOLOGIA.2020.107337	31923525	1	1	31923525	0	1	0
unige:139161	2020	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	Article scientifique	10.1016/j.cortex.2020.03.019	10.1016/J.CORTEX.2020.03.019	32380282	1	1	32380282	1	0	0
unige:139161	2020	1	1	1	0	0	1	0	0	1	1	0	1	1	1	1	0	Article scientifique	10.1016/j.cortex.2020.03.019	10.1016/J.CORTEX.2020.03.019	32380282	1	1	32380282	0	1	0
unige:139162	2020	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1093/cercor/bhaa176	10.1093/CERCOR/BHAA176	32583851	1	1	32583851	1	0	0
unige:139162	2020	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1093/cercor/bhaa176	10.1093/CERCOR/BHAA176	32583851	1	1	32583851	0	1	0
unige:139235	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel	10.1126/sciimmunol.aaz4371	10.1126/SCIIMMUNOL.AAZ4371	32245888	1	1	32245888	1	0	0
unige:139235	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article professionnel	10.1126/sciimmunol.aaz4371	10.1126/SCIIMMUNOL.AAZ4371	32245888	1	1	32245888	0	1	0
unige:139236	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1016/j.jmb.2020.01.018	10.1016/J.JMB.2020.01.018	31996313	1	1	31996313	0	1	0
unige:139236	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1016/j.jmb.2020.01.018	10.1016/J.JMB.2020.01.018	31996313	1	1	31996313	1	0	0
unige:139247	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique	10.1016/j.celrep.2019.09.002	10.1016/J.CELREP.2019.09.002	31597098	1	1	31597098	1	0	0
unige:139247	2019	1	1	0	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique	10.1016/j.celrep.2019.09.002	10.1016/J.CELREP.2019.09.002	31597098	1	1	31597098	0	1	0
unige:139348	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/gbe/evaa106	10.1093/GBE/EVAA106	32442304	1	1	32442304	1	0	0
unige:139348	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/gbe/evaa106	10.1093/GBE/EVAA106	32442304	1	1	32442304	0	1	0
unige:139353	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1007/s11019-019-09935-1	10.1007/S11019-019-09935-1	31832827	1	1	31832827	1	0	0
unige:139353	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1007/s11019-019-09935-1	10.1007/S11019-019-09935-1	31832827	1	1	31832827	0	1	0
unige:139364	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1186/s13059-019-1925-7	10.1186/S13059-019-1925-7	31969194	1	1	31969194	1	0	0
unige:139364	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1186/s13059-019-1925-7	10.1186/S13059-019-1925-7	31969194	1	1	31969194	0	1	0
unige:139725	2020	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	Article scientifique	10.1371/journal.pgen.1008779	10.1371/JOURNAL.PGEN.1008779	32730248	1	1	32730248	0	1	0
unige:139725	2020	1	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	Article scientifique	10.1371/journal.pgen.1008779	10.1371/JOURNAL.PGEN.1008779	32730248	1	1	32730248	1	0	0
unige:139730	2020	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1016/j.ejcb.2020.151094	10.1016/J.EJCB.2020.151094	32646642	1	1	32646642	1	0	0
unige:139730	2020	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1016/j.ejcb.2020.151094	10.1016/J.EJCB.2020.151094	32646642	1	1	32646642	0	1	0
unige:139761	2020	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique	10.1126/sciadv.aax9318	10.1126/SCIADV.AAX9318	32064341	1	1	32064341	1	0	1
unige:139761	2020	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique	10.1126/sciadv.aax9318	10.1126/SCIADV.AAX9318	32064341	1	1	32064341	0	1	1
unige:139861	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3389/fimmu.2019.02619	10.3389/FIMMU.2019.02619	31787984	1	1	31787984	1	0	0
unige:139861	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3389/fimmu.2019.02619	10.3389/FIMMU.2019.02619	31787984	1	1	31787984	0	1	0
unige:139865	2016	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1017/S0140525X15001879	10.1017/S0140525X15001879	28347365	1	1	28347365	1	0	1
unige:139865	2016	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1017/S0140525X15001879	10.1017/S0140525X15001879	28347365	1	1	28347365	0	1	1
unige:139871	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1159/000507394	10.1159/000507394	32344396	1	1	32344396	0	1	0
unige:139871	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1159/000507394	10.1159/000507394	32344396	1	1	32344396	1	0	0
unige:140000	2020	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	Article scientifique	10.3389/fmicb.2020.01262	10.3389/FMICB.2020.01262	32636817	1	1	32636817	1	0	0
unige:140000	2020	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	Article scientifique	10.3389/fmicb.2020.01262	10.3389/FMICB.2020.01262	32636817	1	1	32636817	0	1	0
unige:140007	2020	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.jcms.2020.06.010	10.1016/J.JCMS.2020.06.010	32680671	1	1	32680671	1	0	0
unige:140007	2020	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.jcms.2020.06.010	10.1016/J.JCMS.2020.06.010	32680671	1	1	32680671	0	1	0
unige:140114	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1093/brain/awaa146	10.1093/BRAIN/AWAA146	32601678	1	1	32601678	1	0	0
unige:140114	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1093/brain/awaa146	10.1093/BRAIN/AWAA146	32601678	1	1	32601678	0	1	0
unige:140121	2020	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	Article scientifique	10.3389/fcimb.2020.00077	10.3389/FCIMB.2020.00077	32185143	1	1	32185143	1	0	0
unige:140121	2020	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	Article scientifique	10.3389/fcimb.2020.00077	10.3389/FCIMB.2020.00077	32185143	1	1	32185143	0	1	0
unige:140135	2020	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1016/S0140-6736(20)31304-0	10.1016/S0140-6736(20)31304-0	32534626	1	1	32534626	0	1	0
unige:140135	2020	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1016/S0140-6736(20)31304-0	10.1016/S0140-6736(20)31304-0	32534626	1	1	32534626	1	0	0
unige:140142	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1016/j.cmi.2019.11.008	10.1016/J.CMI.2019.11.008	31733376	1	1	31733376	1	0	0
unige:140142	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1016/j.cmi.2019.11.008	10.1016/J.CMI.2019.11.008	31733376	1	1	31733376	0	1	0
unige:140145	2020	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique	10.1681/ASN.2019080790	10.1681/ASN.2019080790	32245797	1	1	32245797	1	0	0
unige:140145	2020	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	Article scientifique	10.1681/ASN.2019080790	10.1681/ASN.2019080790	32245797	1	1	32245797	0	1	0
unige:140146	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3389/fcimb.2019.00379	10.3389/FCIMB.2019.00379	31781516	1	1	31781516	1	0	0
unige:140146	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3389/fcimb.2019.00379	10.3389/FCIMB.2019.00379	31781516	1	1	31781516	0	1	0
unige:140150	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/s12879-019-4538-6	10.1186/S12879-019-4538-6	31638919	1	1	31638919	1	0	0
unige:140150	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/s12879-019-4538-6	10.1186/S12879-019-4538-6	31638919	1	1	31638919	0	1	0
unige:140157	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	Article scientifique	10.1016/j.cmi.2019.05.013	10.1016/J.CMI.2019.05.013	31128285	1	1	31128285	1	0	1
unige:140157	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	Article scientifique	10.1016/j.cmi.2019.05.013	10.1016/J.CMI.2019.05.013	31128285	1	1	31128285	0	1	1
unige:140158	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.jinf.2019.05.014	10.1016/J.JINF.2019.05.014	31125638	1	1	31125638	1	0	0
unige:140158	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.jinf.2019.05.014	10.1016/J.JINF.2019.05.014	31125638	1	1	31125638	0	1	0
unige:140164	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2337/db20-0489	10.2337/DB20-0489	32778569	1	1	32778569	1	0	1
unige:140164	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2337/db20-0489	10.2337/DB20-0489	32778569	1	1	32778569	0	1	1
unige:140169	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1038/s42255-020-0238-1	10.1038/S42255-020-0238-1	32694833	1	1	32694833	1	0	0
unige:140169	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1038/s42255-020-0238-1	10.1038/S42255-020-0238-1	32694833	1	1	32694833	0	1	0
unige:140286	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.jbspin.2020.03.006	10.1016/J.JBSPIN.2020.03.006	32222324	1	1	32222324	0	1	0
unige:140286	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.jbspin.2020.03.006	10.1016/J.JBSPIN.2020.03.006	32222324	1	1	32222324	1	0	0
unige:140287	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2337/db20-0290	10.2337/DB20-0290	32769118	1	1	32769118	1	0	1
unige:140287	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2337/db20-0290	10.2337/DB20-0290	32769118	1	1	32769118	0	1	1
unige:140290	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1111/codi.15140	10.1111/CODI.15140	32638537	1	1	32638537	1	0	0
unige:140290	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1111/codi.15140	10.1111/CODI.15140	32638537	1	1	32638537	0	1	0
unige:140294	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.joms.2020.06.019	10.1016/J.JOMS.2020.06.019	32659275	1	1	32659275	1	0	0
unige:140294	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.joms.2020.06.019	10.1016/J.JOMS.2020.06.019	32659275	1	1	32659275	0	1	0
unige:140298	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3233/JAD-181022	10.3233/JAD-181022	30776000	1	1	30776000	0	1	0
unige:140298	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3233/JAD-181022	10.3233/JAD-181022	30776000	1	1	30776000	1	0	0
unige:140321	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.14283/jpad.2019.29	10.14283/JPAD.2019.29	31686091	1	1	31686091	0	1	0
unige:140321	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.14283/jpad.2019.29	10.14283/JPAD.2019.29	31686091	1	1	31686091	1	0	0
unige:140370	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3233/JAD-181016	10.3233/JAD-181016	30958351	1	1	30958351	1	0	0
unige:140370	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3233/JAD-181016	10.3233/JAD-181016	30958351	1	1	30958351	0	1	0
unige:140399	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.dadm.2019.04.001	10.1016/J.DADM.2019.04.001	31245529	1	1	31245529	1	0	0
unige:140399	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.dadm.2019.04.001	10.1016/J.DADM.2019.04.001	31245529	1	1	31245529	0	1	0
unige:140406	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	Article scientifique	10.3233/JAD-190434	10.3233/JAD-190434	31985466	1	1	31985466	1	0	0
unige:140406	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	Article scientifique	10.3233/JAD-190434	10.3233/JAD-190434	31985466	1	1	31985466	0	1	0
unige:140812	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1111/andr.12878	10.1111/ANDR.12878	32741129	1	1	32741129	1	0	0
unige:140812	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1111/andr.12878	10.1111/ANDR.12878	32741129	1	1	32741129	0	1	0
unige:140835	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.neurobiolaging.2020.02.029	10.1016/J.NEUROBIOLAGING.2020.02.029	32234263	1	1	32234263	0	1	0
unige:140835	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.neurobiolaging.2020.02.029	10.1016/J.NEUROBIOLAGING.2020.02.029	32234263	1	1	32234263	1	0	0
unige:141160	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	Article scientifique	10.3390/biom10091225	10.3390/BIOM10091225	32842488	1	1	32842488	0	1	0
unige:141160	2020	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	Article scientifique	10.3390/biom10091225	10.3390/BIOM10091225	32842488	1	1	32842488	1	0	0
unige:141162	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1111/boc.202000043	10.1111/BOC.202000043	32857433	1	1	32857433	1	0	0
unige:141162	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1111/boc.202000043	10.1111/BOC.202000043	32857433	1	1	32857433	0	1	0
unige:141426	2020	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	Article scientifique	10.1186/s12874-020-01052-5	10.1186/S12874-020-01052-5	32652954	1	1	32652954	1	0	0
unige:141426	2020	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	Article scientifique	10.1186/s12874-020-01052-5	10.1186/S12874-020-01052-5	32652954	1	1	32652954	0	1	0
unige:141481	2020	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1080/14786419.2020.1806270	10.1080/14786419.2020.1806270	32791845	1	1	32791845	1	0	1
unige:141481	2020	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1080/14786419.2020.1806270	10.1080/14786419.2020.1806270	32791845	1	1	32791845	0	1	1
unige:141482	2020	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3390/pharmaceutics12090840	10.3390/PHARMACEUTICS12090840	32887353	1	1	32887353	1	0	0
unige:141482	2020	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3390/pharmaceutics12090840	10.3390/PHARMACEUTICS12090840	32887353	1	1	32887353	0	1	0
unige:141546	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1148/radiol.2016150361	10.1148/RADIOL.2016150361	26919561	1	1	26919561	0	1	1
unige:141546	2016	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1148/radiol.2016150361	10.1148/RADIOL.2016150361	26919561	1	1	26919561	1	0	1
unige:141553	2019	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.ejpb.2019.05.009	10.1016/J.EJPB.2019.05.009	31085312	1	1	31085312	1	0	0
unige:141553	2019	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.ejpb.2019.05.009	10.1016/J.EJPB.2019.05.009	31085312	1	1	31085312	0	1	0
unige:141555	2020	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1089/wound.2019.1113	10.1089/WOUND.2019.1113	32320368	1	1	32320368	1	0	0
unige:141555	2020	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1089/wound.2019.1113	10.1089/WOUND.2019.1113	32320368	1	1	32320368	0	1	0
unige:141557	2020	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	Article scientifique	10.1016/j.sapharm.2020.05.026	10.1016/J.SAPHARM.2020.05.026	32622774	1	1	32622774	1	0	1
unige:141557	2020	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	Article scientifique	10.1016/j.sapharm.2020.05.026	10.1016/J.SAPHARM.2020.05.026	32622774	1	1	32622774	0	1	1
unige:141564	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1136/bmj.m2980	10.1136/BMJ.M2980	32732190	1	1	32732190	0	1	0
unige:141564	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1136/bmj.m2980	10.1136/BMJ.M2980	32732190	1	1	32732190	1	0	0
unige:141569	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2196/18668	10.2196/18668	32250958	1	1	32250958	0	1	0
unige:141569	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2196/18668	10.2196/18668	32250958	1	1	32250958	1	0	0
unige:141682	2017	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.4414/smw.2017.14526	10.4414/SMW.2017.14526	29120017	1	1	29120017	1	0	1
unige:141682	2017	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.4414/smw.2017.14526	10.4414/SMW.2017.14526	29120017	1	1	29120017	0	1	1
unige:141690	2020	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	Article scientifique	10.1371/journal.pone.0232385	10.1371/JOURNAL.PONE.0232385	32790729	1	1	32790729	1	0	0
unige:141690	2020	1	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	Article scientifique	10.1371/journal.pone.0232385	10.1371/JOURNAL.PONE.0232385	32790729	1	1	32790729	0	1	0
unige:141695	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.bjps.2020.08.012	10.1016/J.BJPS.2020.08.012	32928687	1	1	32928687	1	0	0
unige:141695	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/j.bjps.2020.08.012	10.1016/J.BJPS.2020.08.012	32928687	1	1	32928687	0	1	0
unige:141906	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/s12889-020-09486-8	10.1186/S12889-020-09486-8	32933501	1	1	32933501	1	0	0
unige:141906	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/s12889-020-09486-8	10.1186/S12889-020-09486-8	32933501	1	1	32933501	0	1	0
unige:141911	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.3390/jcm9041186	10.3390/JCM9041186	32326245	1	1	32326245	0	1	0
unige:141911	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.3390/jcm9041186	10.3390/JCM9041186	32326245	1	1	32326245	1	0	0
unige:142098	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1093/cercor/bhaa171	10.1093/CERCOR/BHAA171	32609332	1	1	32609332	1	0	0
unige:142098	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1093/cercor/bhaa171	10.1093/CERCOR/BHAA171	32609332	1	1	32609332	0	1	0
unige:142099	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1016/j.nicl.2019.102014	10.1016/J.NICL.2019.102014	31683202	1	1	31683202	1	0	0
unige:142099	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1016/j.nicl.2019.102014	10.1016/J.NICL.2019.102014	31683202	1	1	31683202	0	1	0
unige:142100	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1016/j.earlhumdev.2020.104998	10.1016/J.EARLHUMDEV.2020.104998	32145503	1	1	32145503	1	0	0
unige:142100	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	Article scientifique	10.1016/j.earlhumdev.2020.104998	10.1016/J.EARLHUMDEV.2020.104998	32145503	1	1	32145503	0	1	0
unige:142145	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/s12886-020-01551-5	10.1186/S12886-020-01551-5	32698803	1	1	32698803	1	0	0
unige:142145	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1186/s12886-020-01551-5	10.1186/S12886-020-01551-5	32698803	1	1	32698803	0	1	0
unige:142149	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3390/s17061200	10.3390/S17061200	28538668	1	1	28538668	0	1	1
unige:142149	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3390/s17061200	10.3390/S17061200	28538668	1	1	28538668	1	0	1
unige:142151	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3390/s17061367	10.3390/S17061367	28608800	1	1	28608800	1	0	1
unige:142151	2017	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.3390/s17061367	10.3390/S17061367	28608800	1	1	28608800	0	1	1
unige:142167	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2147/OPTH.S180580	10.2147/OPTH.S180580	31571815	1	1	31571815	1	0	0
unige:142167	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2147/OPTH.S180580	10.2147/OPTH.S180580	31571815	1	1	31571815	0	1	0
unige:142190	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1177/0300060518799004	10.1177/0300060518799004	30270801	1	1	30270801	1	0	0
unige:142190	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1177/0300060518799004	10.1177/0300060518799004	30270801	1	1	30270801	0	1	0
unige:142240	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1093/cid/ciaa1203	10.1093/CID/CIAA1203	32818259	1	1	32818259	1	0	0
unige:142240	2020	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Article scientifique	10.1093/cid/ciaa1203	10.1093/CID/CIAA1203	32818259	1	1	32818259	0	1	0
unige:142241	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/S2468-1253(20)30214-4	10.1016/S2468-1253(20)30214-4	32818461	1	1	32818461	0	1	0
unige:142241	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1016/S2468-1253(20)30214-4	10.1016/S2468-1253(20)30214-4	32818461	1	1	32818461	1	0	0
unige:142242	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/hmg/ddz303	10.1093/HMG/DDZ303	31903486	1	1	31903486	1	0	0
unige:142242	2020	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1093/hmg/ddz303	10.1093/HMG/DDZ303	31903486	1	1	31903486	0	1	0
unige:142255	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1007/s40123-019-0204-8	10.1007/S40123-019-0204-8	31396891	1	1	31396891	1	0	0
unige:142255	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1007/s40123-019-0204-8	10.1007/S40123-019-0204-8	31396891	1	1	31396891	0	1	0
unige:142257	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2147/OPTH.S249881	10.2147/OPTH.S249881	32546949	1	1	32546949	1	0	0
unige:142257	2020	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.2147/OPTH.S249881	10.2147/OPTH.S249881	32546949	1	1	32546949	0	1	0
unige:142258	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1007/s10792-018-01070-9	10.1007/S10792-018-01070-9	30656511	1	1	30656511	1	0	0
unige:142258	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.1007/s10792-018-01070-9	10.1007/S10792-018-01070-9	30656511	1	1	30656511	0	1	0
unige:142259	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.21873/anticanres.13324	10.21873/ANTICANRES.13324	30952757	1	1	30952757	0	1	0
unige:142259	2019	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	10.21873/anticanres.13324	10.21873/ANTICANRES.13324	30952757	1	1	30952757	1	0	0
