url_openalex	primary_location_id	primary_location_display_name	primary_location_issn_l	primary_location_is_oa	primary_location_version	primary_location_license	is_oa	oa_status	oa_url	doi_openalex	pmid_openalex	date_openalex	type	is_retracted	biblio_issue	biblio_first_page	biblio_volume	biblio_last_page	PMID	DOI	ID_OPENALEX	OPENALEX
https://openalex.org/W2619099565	https://openalex.org/S196734849	Scientific reports	2045-2322	True	publishedVersion	cc-by	True	gold	https://www.nature.com/articles/s41598-017-03014-2.pdf	https://doi.org/10.1038/s41598-017-03014-2	https://pubmed.ncbi.nlm.nih.gov/29026178	2017	article	False	1		7		29026178	10.1038/S41598-017-03014-2	W2619099565	1
https://openalex.org/W2765283803	https://openalex.org/S195182175	Endoscopy	0013-726X	False			False	closed		https://doi.org/10.1055/s-0043-119638	https://pubmed.ncbi.nlm.nih.gov/29126332	2017	article	False	02	159	50	176	29126332	10.1055/S-0043-119638	W2765283803	1
https://openalex.org/W4253008398	https://openalex.org/S195182175	Endoscopy	0013-726X	False			False	closed		https://doi.org/10.1055/s-0043-122412	https://pubmed.ncbi.nlm.nih.gov/29126332	2017	article	False	02	C1	50	C1	29126332	10.1055/S-0043-122412	W4253008398	1
https://openalex.org/W3022805243							False	closed			https://pubmed.ncbi.nlm.nih.gov/29173979	2017	article	False			104		29173979		W3022805243	1
https://openalex.org/W2769880930	https://openalex.org/S22998730	Bulletin du cancer	0007-4551	False			False	closed		https://doi.org/10.1016/j.bulcan.2017.07.010	https://pubmed.ncbi.nlm.nih.gov/29173979	2017	article	False	12	S99	104	S105	29173979	10.1016/J.BULCAN.2017.07.010	W2769880930	1
https://openalex.org/W2747558927	https://openalex.org/S163740676	European archives of oto-rhino-laryngology/European archives of oto-rhino-laryngology and head & neck	0937-4477	True	publishedVersion	cc-by	True	hybrid	https://link.springer.com/content/pdf/10.1007%2Fs00405-017-4708-3.pdf	https://doi.org/10.1007/s00405-017-4708-3	https://pubmed.ncbi.nlm.nih.gov/29306969	2017	article	False	10	3723	274	3727	29306969	10.1007/S00405-017-4708-3	W2747558927	1
https://openalex.org/W2902554561	https://openalex.org/S163740676	European archives of oto-rhino-laryngology/European archives of oto-rhino-laryngology and head & neck	0937-4477	True	publishedVersion	cc-by	True	hybrid	https://link.springer.com/content/pdf/10.1007%2Fs00405-017-4851-x.pdf	https://doi.org/10.1007/s00405-017-4851-x	https://pubmed.ncbi.nlm.nih.gov/29306969	2018	article	False	2	657	275	658	29306969	10.1007/S00405-017-4851-X	W2902554561	1
https://openalex.org/W4254925782	https://openalex.org/S2737606590	Antimicrobial resistance and infection control	2047-2994	True	publishedVersion	cc-by	True	gold	https://aricjournal.biomedcentral.com/track/pdf/10.1186/s13756-017-0295-8	https://doi.org/10.1186/s13756-017-0295-8	https://pubmed.ncbi.nlm.nih.gov/29377022	2018	article	False	1		7		29377022	10.1186/S13756-017-0295-8	W4254925782	1
https://openalex.org/W2771780332	https://openalex.org/S2737606590	Antimicrobial resistance and infection control	2047-2994	True	publishedVersion	cc-by	True	gold	https://aricjournal.biomedcentral.com/track/pdf/10.1186/s13756-017-0285-x	https://doi.org/10.1186/s13756-017-0285-x	https://pubmed.ncbi.nlm.nih.gov/29377022	2017	article	False	1		6		29377022	10.1186/S13756-017-0285-X	W2771780332	1
https://openalex.org/W4250973225	https://openalex.org/S27214173	Journal of public health	1741-3842	True	publishedVersion		True	bronze	https://academic.oup.com/jpubhealth/article-pdf/40/2/313/25175168/fdy032.pdf	https://doi.org/10.1093/pubmed/fdy032	https://pubmed.ncbi.nlm.nih.gov/29462350	2018	article	False	2	313	40	314	29462350	10.1093/PUBMED/FDY032	W4250973225	1
https://openalex.org/W2767464623	https://openalex.org/S27214173	Journal of public health	1741-3842	True	publishedVersion	cc-by	True	hybrid	https://academic.oup.com/jpubhealth/article-pdf/40/2/304/25175015/fdx186.pdf	https://doi.org/10.1093/pubmed/fdx186	https://pubmed.ncbi.nlm.nih.gov/29462350	2018	article	False	2	304	40	311	29462350	10.1093/PUBMED/FDX186	W2767464623	1
https://openalex.org/W4237418102	https://openalex.org/S163289574	Journal of clinical monitoring and computing	1387-1307	False			False	closed		https://doi.org/10.1007/s10877-018-0119-2	https://pubmed.ncbi.nlm.nih.gov/29484529	2018	article	False	2	189	32	196	29484529	10.1007/S10877-018-0119-2	W4237418102	1
https://openalex.org/W2261799066	https://openalex.org/S163289574	Journal of clinical monitoring and computing	1387-1307	False			False	closed		https://doi.org/10.1007/s10877-016-9838-4	https://pubmed.ncbi.nlm.nih.gov/29484529	2016	article	False	2	129	30	139	29484529	10.1007/S10877-016-9838-4	W2261799066	1
https://openalex.org/W4256072404	https://openalex.org/S13342628	International journal of cardiology	0167-5273	False			False	closed		https://doi.org/10.1016/j.ijcard.2018.01.084	https://pubmed.ncbi.nlm.nih.gov/29544933	2018	article	False		206	258	206	29544933	10.1016/J.IJCARD.2018.01.084	W4256072404	1
https://openalex.org/W2754852218	https://openalex.org/S13342628	International journal of cardiology	0167-5273	True	publishedVersion	cc-by-nc-nd	True	hybrid	http://www.internationaljournalofcardiology.com/article/S0167527317326992/pdf	https://doi.org/10.1016/j.ijcard.2017.09.027	https://pubmed.ncbi.nlm.nih.gov/29544933	2017	article	False		261	249	267	29544933	10.1016/J.IJCARD.2017.09.027	W2754852218	1
https://openalex.org/W2803330727	https://openalex.org/S4210200754	Angewandte Chemie	0044-8249	True	publishedVersion	cc-by-nc	True	hybrid	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ange.201804092	https://doi.org/10.1002/ange.201804092	https://pubmed.ncbi.nlm.nih.gov/29806724	2018	article	False	34	11049	130	11053	29806724	10.1002/ANGE.201804092	W2803330727	1
https://openalex.org/W4252620697	https://openalex.org/S67393510	Angewandte Chemie	1433-7851	True	publishedVersion	cc-by-nc	True	hybrid	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/anie.201804092	https://doi.org/10.1002/anie.201804092	https://pubmed.ncbi.nlm.nih.gov/29806724	2018	article	False	34	10883	57	10887	29806724	10.1002/ANIE.201804092	W4252620697	1
https://openalex.org/W2795706412	https://openalex.org/S198804558	Intensive care medicine	0342-4642	False			False	closed		https://doi.org/10.1007/s00134-018-5149-1	https://pubmed.ncbi.nlm.nih.gov/29846747	2018	article	False	5	553	44	563	29846747	10.1007/S00134-018-5149-1	W2795706412	1
https://openalex.org/W4237134636	https://openalex.org/S198804558	Intensive care medicine	0342-4642	True	publishedVersion		True	bronze	https://link.springer.com/content/pdf/10.1007/s00134-018-5185-x.pdf	https://doi.org/10.1007/s00134-018-5185-x	https://pubmed.ncbi.nlm.nih.gov/29846747	2018	article	False	5	699	44	700	29846747	10.1007/S00134-018-5185-X	W4237134636	1
https://openalex.org/W4245884685	https://openalex.org/S162635963	European journal of neurology	1351-5101	False			True	green	https://europepmc.org/articles/pmc5947755?pdf=render	https://doi.org/10.1111/ene.13686	https://pubmed.ncbi.nlm.nih.gov/29984900	2018	article	False	8		25		29984900	10.1111/ENE.13686	W4245884685	1
https://openalex.org/W2772945815	https://openalex.org/S162635963	European journal of neurology	1351-5101	False			True	green	https://europepmc.org/articles/pmc5947755?pdf=render	https://doi.org/10.1111/ene.13543	https://pubmed.ncbi.nlm.nih.gov/29984900	2018	article	False	3	542	25	548	29984900	10.1111/ENE.13543	W2772945815	1
https://openalex.org/W4245038325	https://openalex.org/S2736978234	Journal of global health	2047-2978	True	publishedVersion	cc-by	True	gold	https://doi.org/10.7189/jogh.08.020407	https://doi.org/10.7189/jogh.08.020407	https://pubmed.ncbi.nlm.nih.gov/30140433	2018	article	False	2		8		30140433	10.7189/JOGH.08.020407	W4245038325	1
https://openalex.org/W2886256635				False			False	closed		https://doi.org/10.7189/jogh-08-020407	https://pubmed.ncbi.nlm.nih.gov/30140433	2018	article	False	2	020407	8	020407	30140433	10.7189/JOGH-08-020407	W2886256635	1
https://openalex.org/W2892264659							False	closed			https://pubmed.ncbi.nlm.nih.gov/30231151	2018	article	False	2	47	20	54	30231151		W2892264659	1
https://openalex.org/W4289542248	https://openalex.org/S4306401280	DOAJ (DOAJ: Directory of Open Access Journals)		False			True	green	https://archive-ouverte.unige.ch/unige:110973/ATTACHMENT01		https://pubmed.ncbi.nlm.nih.gov/30231151	2018	article	False	2	47	20	54	30231151		W4289542248	1
https://openalex.org/W2884622219	https://openalex.org/S18855311	Natural product reports	0265-0568	True	publishedVersion	cc-by	True	hybrid	https://pubs.rsc.org/en/content/articlepdf/2019/np/c7np00064b	https://doi.org/10.1039/c7np00064b	https://pubmed.ncbi.nlm.nih.gov/30468235	2019	article	False	1	35	36	107	30468235	10.1039/C7NP00064B	W2884622219	1
https://openalex.org/W2980981279	https://openalex.org/S18855311	Natural product reports	0265-0568	True	publishedVersion	cc-by	True	hybrid	https://pubs.rsc.org/en/content/articlepdf/2019/np/c8np90041h	https://doi.org/10.1039/c8np90041h	https://pubmed.ncbi.nlm.nih.gov/30468235	2019	article	False	1	248	36	249	30468235	10.1039/C8NP90041H	W2980981279	1
https://openalex.org/W2790398487	https://openalex.org/S191932905	Pediatric allergy and immunology	0905-6157	False			False	closed		https://doi.org/10.1111/pai.12920	https://pubmed.ncbi.nlm.nih.gov/30548707	2018	editorial	False	4	339	29	340	30548707	10.1111/PAI.12920	W2790398487	1
https://openalex.org/W4240673980	https://openalex.org/S191932905	Pediatric allergy and immunology	0905-6157	False			False	closed		https://doi.org/10.1111/pai.13003	https://pubmed.ncbi.nlm.nih.gov/30548707	2018	editorial	False	8	787	29	788	30548707	10.1111/PAI.13003	W4240673980	1
https://openalex.org/W3050029012	https://openalex.org/S71149355	Molecular psychiatry	1359-4184	True	publishedVersion	cc-by	True	hybrid	https://www.nature.com/articles/s41380-019-0349-9.pdf	https://doi.org/10.1038/s41380-019-0349-9	https://pubmed.ncbi.nlm.nih.gov/30631118	2019	article	False	5	773	24	773	30631118	10.1038/S41380-019-0349-9	W3050029012	1
https://openalex.org/W2894710047	https://openalex.org/S71149355	Molecular psychiatry	1359-4184	True	publishedVersion	cc-by	True	hybrid	https://www.nature.com/articles/s41380-018-0260-9.pdf	https://doi.org/10.1038/s41380-018-0260-9	https://pubmed.ncbi.nlm.nih.gov/30631118	2018	article	False	5	726	24	745	30631118	10.1038/S41380-018-0260-9	W2894710047	1
https://openalex.org/W2892224995	https://openalex.org/S46732370	Europace	1099-5129	True	publishedVersion		True	bronze	https://academic.oup.com/europace/article-pdf/21/2/275/27715553/euy195.pdf	https://doi.org/10.1093/europace/euy195	https://pubmed.ncbi.nlm.nih.gov/30649329	2018	article	False	2	275	21	280	30649329	10.1093/EUROPACE/EUY195	W2892224995	1
https://openalex.org/W4249925156	https://openalex.org/S46732370	Europace	1099-5129	False			True	green	https://archive-ouverte.unige.ch/unige:145530/ATTACHMENT01	https://doi.org/10.1093/europace/euy321	https://pubmed.ncbi.nlm.nih.gov/30649329	2019	article	False	2	357	21	357	30649329	10.1093/EUROPACE/EUY321	W4249925156	1
https://openalex.org/W2936082441	https://openalex.org/S2299478	Journal of neuroengineering and rehabilitation	1743-0003	True	publishedVersion	cc-by	True	gold	https://jneuroengrehab.biomedcentral.com/track/pdf/10.1186/s12984-019-0494-z	https://doi.org/10.1186/s12984-019-0494-z	https://pubmed.ncbi.nlm.nih.gov/30755215	2019	article	False	1		16		30755215	10.1186/S12984-019-0494-Z	W2936082441	1
https://openalex.org/W2991707437	https://openalex.org/S2299478	Journal of neuroengineering and rehabilitation	1743-0003	True	publishedVersion	cc-by	True	gold	https://doi.org/10.1186/s12984-019-0498-8	https://doi.org/10.1186/s12984-019-0498-8	https://pubmed.ncbi.nlm.nih.gov/30755215	2019	article	False	1		16		30755215	10.1186/S12984-019-0498-8	W2991707437	1
https://openalex.org/W2886208923	https://openalex.org/S15336283	Forensic science international	0379-0738	False			False	closed		https://doi.org/10.1016/j.forsciint.2018.08.012	https://pubmed.ncbi.nlm.nih.gov/30803735	2018	article	False		94	291	99	30803735	10.1016/J.FORSCIINT.2018.08.012	W2886208923	1
https://openalex.org/W4231631150	https://openalex.org/S15336283	Forensic science international	0379-0738	False			False	closed		https://doi.org/10.1016/j.forsciint.2019.01.042	https://pubmed.ncbi.nlm.nih.gov/30803735	2019	article	False		384	297	387	30803735	10.1016/J.FORSCIINT.2019.01.042	W4231631150	1
https://openalex.org/W2891169797	https://openalex.org/S94555171	Rhinology (Amsterdam. Online)/Rhinology	0300-0729	True	publishedVersion		True	bronze	https://www.rhinologyjournal.com/download.php?id=1786	https://doi.org/10.4193/rhin17.253	https://pubmed.ncbi.nlm.nih.gov/30810118	2018	article	False	3	209	56	215	30810118	10.4193/RHIN17.253	W2891169797	1
https://openalex.org/W4232692320	https://openalex.org/S94555171	Rhinology (Amsterdam. Online)/Rhinology	0300-0729	True	publishedVersion		True	bronze	https://www.rhinologyjournal.com/download.php?id=1878	https://doi.org/10.4193/rhin19.080	https://pubmed.ncbi.nlm.nih.gov/30810118	2019	article	False	3	162	57	169	30810118	10.4193/RHIN19.080	W4232692320	1
https://openalex.org/W4236717188	https://openalex.org/S56361996	Microbes and infection	1286-4579	True	acceptedVersion	publisher-specific-oa	True	hybrid	http://manuscript.elsevier.com/S1286457919300267/pdf/S1286457919300267.pdf	https://doi.org/10.1016/j.micinf.2019.02.004	https://pubmed.ncbi.nlm.nih.gov/30836173	2019	article	False	7	273	21	277	30836173	10.1016/J.MICINF.2019.02.004	W4236717188	1
https://openalex.org/W2583260303	https://openalex.org/S56361996	Microbes and infection	1286-4579	False			True	green	https://archive-ouverte.unige.ch/unige:100064/ATTACHMENT01	https://doi.org/10.1016/j.micinf.2017.01.005	https://pubmed.ncbi.nlm.nih.gov/30836173	2017	article	False	4-5	223	19	228	30836173	10.1016/J.MICINF.2017.01.005	W2583260303	1
https://openalex.org/W2906324226							False	closed			https://pubmed.ncbi.nlm.nih.gov/30908570	2018	article	False	3	81	20	86	30908570		W2906324226	1
https://openalex.org/W4287128049	https://openalex.org/S4306401280	DOAJ (DOAJ: Directory of Open Access Journals)		False			True	green	https://repositoriosaludmadrid.es//bitstream/20.500.12530/42164/1/PMC6463320.pdf		https://pubmed.ncbi.nlm.nih.gov/30908570	2019	article	False	3	81	20	86	30908570		W4287128049	1
