id	doi
unige:97	10.13097/archive-ouverte/unige:97
unige:98	10.13097/archive-ouverte/unige:98
unige:99	10.13097/archive-ouverte/unige:99
unige:100	10.13097/archive-ouverte/unige:100
unige:101	10.13097/archive-ouverte/unige:101
unige:102	10.13097/archive-ouverte/unige:102
unige:103	10.13097/archive-ouverte/unige:103
unige:104	10.13097/archive-ouverte/unige:104
unige:105	10.13097/archive-ouverte/unige:105
unige:106	10.13097/archive-ouverte/unige:106
unige:107	10.13097/archive-ouverte/unige:107
unige:108	10.13097/archive-ouverte/unige:108
unige:109	10.13097/archive-ouverte/unige:109
unige:110	10.13097/archive-ouverte/unige:110
unige:111	10.13097/archive-ouverte/unige:111
unige:112	10.13097/archive-ouverte/unige:112
unige:113	10.13097/archive-ouverte/unige:113
unige:114	10.13097/archive-ouverte/unige:114
unige:115	10.13097/archive-ouverte/unige:115
unige:116	10.13097/archive-ouverte/unige:116
unige:117	10.13097/archive-ouverte/unige:117
unige:118	10.13097/archive-ouverte/unige:118
unige:119	10.13097/archive-ouverte/unige:119
unige:120	10.13097/archive-ouverte/unige:120
unige:121	10.13097/archive-ouverte/unige:121
unige:122	10.13097/archive-ouverte/unige:122
unige:123	10.13097/archive-ouverte/unige:123
unige:124	10.13097/archive-ouverte/unige:124
unige:125	10.13097/archive-ouverte/unige:125
unige:126	10.13097/archive-ouverte/unige:126
unige:127	10.13097/archive-ouverte/unige:127
unige:128	10.13097/archive-ouverte/unige:128
unige:129	10.13097/archive-ouverte/unige:129
unige:130	10.13097/archive-ouverte/unige:130
unige:131	10.13097/archive-ouverte/unige:131
unige:132	10.13097/archive-ouverte/unige:132
unige:133	10.13097/archive-ouverte/unige:133
unige:134	10.13097/archive-ouverte/unige:134
unige:135	10.13097/archive-ouverte/unige:135
unige:136	10.13097/archive-ouverte/unige:136
unige:137	10.13097/archive-ouverte/unige:137
unige:138	10.13097/archive-ouverte/unige:138
unige:139	10.13097/archive-ouverte/unige:139
unige:140	10.13097/archive-ouverte/unige:140
unige:141	10.13097/archive-ouverte/unige:141
unige:142	10.13097/archive-ouverte/unige:142
unige:143	10.13097/archive-ouverte/unige:143
unige:144	10.13097/archive-ouverte/unige:144
unige:145	10.13097/archive-ouverte/unige:145
unige:146	10.13097/archive-ouverte/unige:146
unige:147	10.13097/archive-ouverte/unige:147
unige:148	10.13097/archive-ouverte/unige:148
unige:149	10.13097/archive-ouverte/unige:149
unige:150	10.13097/archive-ouverte/unige:150
unige:151	10.13097/archive-ouverte/unige:151
unige:152	10.13097/archive-ouverte/unige:152
unige:153	10.13097/archive-ouverte/unige:153
unige:154	10.13097/archive-ouverte/unige:154
unige:155	10.13097/archive-ouverte/unige:155
unige:156	10.13097/archive-ouverte/unige:156
unige:157	10.13097/archive-ouverte/unige:157
unige:158	10.13097/archive-ouverte/unige:158
unige:159	10.13097/archive-ouverte/unige:159
unige:160	10.13097/archive-ouverte/unige:160
unige:161	10.13097/archive-ouverte/unige:161
unige:162	10.13097/archive-ouverte/unige:162
unige:163	10.13097/archive-ouverte/unige:163
unige:164	10.13097/archive-ouverte/unige:164
unige:165	10.13097/archive-ouverte/unige:165
unige:166	10.13097/archive-ouverte/unige:166
unige:167	10.13097/archive-ouverte/unige:167
unige:168	10.13097/archive-ouverte/unige:168
unige:169	10.13097/archive-ouverte/unige:169
unige:170	10.13097/archive-ouverte/unige:170
unige:171	10.13097/archive-ouverte/unige:171
unige:172	10.13097/archive-ouverte/unige:172
unige:173	10.13097/archive-ouverte/unige:173
unige:174	10.13097/archive-ouverte/unige:174
unige:175	10.13097/archive-ouverte/unige:175
unige:176	10.13097/archive-ouverte/unige:176
unige:177	10.13097/archive-ouverte/unige:177
unige:178	10.13097/archive-ouverte/unige:178
unige:179	10.13097/archive-ouverte/unige:179
unige:180	10.13097/archive-ouverte/unige:180
unige:181	10.13097/archive-ouverte/unige:181
unige:182	10.13097/archive-ouverte/unige:182
unige:183	10.13097/archive-ouverte/unige:183
unige:184	10.13097/archive-ouverte/unige:184
unige:185	10.13097/archive-ouverte/unige:185
unige:186	10.13097/archive-ouverte/unige:186
unige:187	10.13097/archive-ouverte/unige:187
unige:188	10.13097/archive-ouverte/unige:188
unige:189	10.13097/archive-ouverte/unige:189
unige:190	10.13097/archive-ouverte/unige:190
unige:191	10.13097/archive-ouverte/unige:191
unige:192	10.13097/archive-ouverte/unige:192
unige:193	10.13097/archive-ouverte/unige:193
unige:194	10.13097/archive-ouverte/unige:194
unige:195	10.13097/archive-ouverte/unige:195
unige:196	10.13097/archive-ouverte/unige:196
unige:197	10.13097/archive-ouverte/unige:197
unige:198	10.13097/archive-ouverte/unige:198
unige:199	10.13097/archive-ouverte/unige:199
unige:200	10.13097/archive-ouverte/unige:200
unige:201	10.13097/archive-ouverte/unige:201
unige:202	10.13097/archive-ouverte/unige:202
unige:203	10.13097/archive-ouverte/unige:203
unige:1011	10.1016/0550-3213(92)90540-R
unige:1012	10.1016/0370-2693(91)90131-9
unige:1013	10.1126/science.251.4999.1336
unige:1014	10.1103/PhysRevD.42.2533
unige:1016	10.1016/0550-3213(89)90103-X
unige:1017	10.1086/168814
unige:1020	10.1016/1350-4495(94)90070-1
unige:1029	10.1097/MPG.0b013e3181633562
unige:1030	10.1097/MPA.0b013e3181514c9e
unige:1032	10.1016/j.ygyno.2008.01.032
unige:1033	10.1016/j.bone.2008.02.010
unige:1034	10.1111/j.1741-2358.2007.00212.x
unige:1035	10.1016/j.cortex.2006.02.001
unige:1036	10.1161/ATVBAHA.108.165423
unige:1037	10.1097/BOR.0b013e3282fa13b4
unige:1038	10.1007/s00380-007-1023-8
unige:1039	10.1007/s00335-008-9106-0
unige:1040	10.1016/j.neuroscience.2007.11.058
unige:1041	10.1016/j.ajhg.2008.02.016
unige:1042	10.1016/j.cub.2008.02.027
unige:1043	10.1111/j.1600-051X.2008.01211.x
unige:1044	10.1111/j.1467-8519.2008.00631.x
unige:1045	10.1111/j.1467-8519.2008.00634.x
unige:1046	10.1016/j.neuropsychologia.2008.02.013
unige:1047	10.1523/JNEUROSCI.0267-08.2008
unige:1048	10.1111/j.1540-8191.2007.00542.x
unige:1049	10.1016/j.talanta.2008.11.031
unige:1050	10.1189/jlb.0208123
unige:1051	10.1302/0301-620X.90B7.20359
unige:1052	10.1007/s00281-008-0128-1
unige:1053	10.1159/000141959
unige:1054	10.1111/j.1538-7836.2008.02981.x
unige:1055	10.1002/humu.20749
unige:1056	10.1111/j.1365-2044.2007.05412.x
unige:1057	10.1203/PDR.0b013e318179954c
unige:1058	10.1111/j.1399-6576.2007.01568.x
unige:1059	10.2337/db07-0630
unige:1060	10.1111/j.1540-8175.2008.00674.x
unige:1061	10.1016/j.pec.2008.03.002
unige:1062	10.1016/S0140-6736(08)60594-2
unige:1063	10.4049/jimmunol.180.9.5826
unige:1064	10.1111/j.1365-2826.2008.01685.x
unige:1065	10.1186/1471-2105-9-S3-S9
unige:1066	10.1210/jc.2007-2644
unige:1067	10.1016/j.jhep.2008.02.018
unige:1068	10.1159/000128567
unige:1069	10.1016/j.neuroimage.2008.02.062
unige:1070	10.1093/bioinformatics/btn139
unige:1071	10.1197/jamia.M2677
unige:1072	10.1002/art.23562
unige:1073	10.1111/j.1398-9995.2008.01697.x
unige:1074	10.1159/000129685
unige:1075	10.1111/j.1399-3089.2008.00451.x
unige:1076	10.1016/j.preteyeres.2008.02.002
unige:1077	10.1016/j.jss.2008.01.012
unige:1078	10.1167/iovs.08-2087
unige:1079	10.1155/2008/767623
unige:1080	10.4049/jimmunol.181.2.1556
unige:1081	10.1007/s00384-008-0519-8
unige:1082	10.1097/QCO.0b013e3282fcec5f
unige:1083	10.1016/j.cyto.2008.03.008
unige:1084	10.1002/ijc.23520
unige:1085	10.1007/s10350-008-9319-z
unige:1086	10.1124/mol.107.044545
unige:1087	10.1186/1749-8090-3-24
unige:1088	10.1165/rcmb.2007-0320OC
unige:1089	10.1097/ACO.0b013e3283007b91
unige:1090	10.1097/BSD.0b013e318074bb7d
unige:1091	10.1093/intqhc/mzn018
unige:1092	10.1097/MCC.0b013e3282fb2dc9
unige:1093	10.1093/jac/dkn199
unige:1101	10.1103/PhysRevD.79.024021
unige:1102	10.1016/j.molimm.2008.04.001
unige:1103	10.1111/j.1365-2303.2007.00489.x
unige:1104	10.1038/nature07607
unige:1105	10.1016/S1875-2136(08)71799-6
unige:1106	10.1002/hipo.20451
unige:1107	10.1042/BST0360286
unige:1108	10.1111/j.1540-8191.2008.00574.x
unige:1109	10.1103/PhysRevA.78.050301
unige:1110	10.1080/00016480701784957
unige:1111	10.1055/s-2008-1077363
unige:10363	10.1073/pnas.070022697
unige:10364	10.1073/pnas.84.2.590
unige:10366	10.1016/j.tins.2003.08.010
unige:10367	10.1002/1098-1063(2000)10:5<596::AID-HIPO10>3.0.CO;2-Y
unige:10368	10.1016/S0896-6273(00)80174-9
unige:10370	10.1054/ghir.1999.0112
unige:10371	10.1124/mol.104.010066
unige:10372	10.1002/jemt.20239
unige:10373	10.1002/hipo.10095
unige:10375	10.1016/s0165-3806(02)00590-4
unige:10376	10.1242/jcs.03273
unige:10379	10.1111/j.1460-9568.2004.03746.x
unige:10380	10.1046/j.1460-9568.2003.02708.x
unige:10381	10.1523/JNEUROSCI.3364-06.2006
unige:10382	10.1002/ana.1139
unige:10383	10.1093/scan/nsm023
unige:10384	10.1111/j.1467-7687.2009.00916.x
unige:10386	10.1016/j.neuroimage.2005.06.006
unige:10387	10.1046/j.0953-816x.2001.01718.x
unige:10388	10.1016/j.brainres.2004.12.020
unige:10389	10.1016/j.jad.2009.05.006
unige:10392	10.1002/hbm.20130
unige:10393	10.1162/jocn.2006.18.12.2108
unige:10394	10.1093/cercor/bhh023
unige:10395	10.1016/j.neuropsychologia.2007.04.005
unige:10396	10.1111/j.1460-9568.2004.03794.x
unige:10397	10.1162/0898929054475181
unige:10398	10.1016/j.neuroimage.2004.10.038
unige:10399	10.1016/j.neuroimage.2005.12.034
unige:10400	10.3758/CABN.10.1.83
unige:10401	10.1162/jocn.2009.21404
unige:10402	10.1016/j.neuroimage.2005.01.015
unige:10403	10.1016/j.neuropsychologia.2009.12.020
unige:10404	10.1016/S0079-6123(06)56004-2
unige:10405	10.1111/j.1460-9568.2006.04617.x
unige:10406	10.1113/jphysiol.1983.sp014955
unige:10410	10.1002/neu.10152
unige:10415	10.1016/s0006-8993(97)00945-1
unige:10416	10.1073/pnas.84.21.7778
unige:10419	10.1073/pnas.86.2.750
unige:10420	10.1152/japplphysiol.01266.2004
unige:10421	10.1111/j.1460-9568.2005.03996.x
unige:10422	10.1111/j.1460-9568.2006.05038.x
unige:10423	10.1016/0165-0270(94)00177-I
unige:10424	10.1093/cercor/bhp254
unige:10425	10.1016/s0306-4522(01)00050-1
unige:10426	10.1111/j.1460-9568.2006.04818.x
unige:10427	10.1038/sj.emboj.7601782
unige:10428	10.1002/hbm.20921
unige:10429	10.1111/j.1365-2869.2007.00607.x
unige:10430	10.1523/JNEUROSCI.1432-07.2007
unige:10431	10.1523/JNEUROSCI.0232-03.2004
unige:10432	10.1001/jama.2009.1834
unige:10433	10.1016/j.cub.2007.10.016
unige:10434	10.1016/j.neuroimage.2005.06.023
unige:10435	10.1113/jphysiol.1991.sp018786
unige:10437	10.1016/s1364-6613(03)00162-1
unige:10439	10.1093/brain/awh347
unige:10440	10.1016/s0093-934x(03)00141-x
unige:10442	10.1073/pnas.242414599
unige:10443	10.1093/cercor/bhh178
unige:10444	10.1016/j.jpain.2004.11.004
unige:10445	10.1016/j.neubiorev.2005.11.002
unige:10446	10.1046/j.1460-9568.1999.00572.x
unige:10449	10.1203/01.PDR.0000157673.36848.67
unige:10450	10.1097/00000542-200005000-00032
unige:10451	10.1038/sj.emboj.7600755
unige:10452	10.1212/WNL.0b013e3181cb4ea8
unige:10453	10.1016/s0306-4522(97)00132-2
unige:10454	10.1002/jcp.10396
unige:10455	10.1038/ng1174
unige:10456	10.1042/CS20030302
unige:10457	10.1038/nature08758
unige:10459	10.1034/j.1399-6576.2002.461011.x
unige:10461	10.1016/s0034-5687(98)00017-6
unige:10462	10.1038/46574
unige:167403	10.1007/s00198-022-06544-2
unige:167404	10.13097/archive-ouverte/unige:167404
unige:167405	10.13097/archive-ouverte/unige:167405
unige:167406	10.13097/archive-ouverte/unige:167406
unige:167407	10.13097/archive-ouverte/unige:167407
unige:167408	10.13097/archive-ouverte/unige:167408
unige:167409	10.1016/B978-0-323-90999-0.00003-3
unige:167410	10.1017/eso.2023.7
unige:167412	10.1016/S0021-9673(01)95483-4
unige:167413	10.1016/S0040-4020(01)96578-0
unige:167414	10.1055/s-1985-31093
unige:167415	10.1016/S0040-4039(00)89161-3
unige:167416	10.1016/0022-2836(82)90331-x
unige:167417	10.1073/pnas.74.11.4937
unige:167418	10.1016/j.ecoser.2021.101273
unige:167419	10.3390/su142214844
unige:167420	10.1029/2022GL099964
unige:167421	10.1016/j.tree.2022.08.005
unige:167424	10.1002/tax.12863
unige:167426	10.1007/s10933-021-00176-y
unige:167427	10.1186/s00015-021-00399-1
unige:167429	10.5194/egusphere-egu23-6005
unige:167430	10.1103/PhysRevApplied.19.024074
unige:167433	10.1007/s00412-001-0181-1
unige:167434	10.1128/MCB.18.12.7478
unige:167435	10.1016/s0959-437x(98)80005-1
unige:167436	10.1016/j.polgeo.2014.09.002
unige:167437	10.1016/0092-8674(77)90279-3
unige:167439	10.1016/0092-8674(82)90101-5
unige:167440	10.1007/BF00436231
unige:167441	10.1016/0022-2836(82)90332-1
unige:167442	10.1016/0092-8674(79)90325-8
unige:167446	10.1016/j.jconrel.2004.08.025
unige:167448	10.1016/j.jconrel.2005.01.011
unige:167449	10.4337/9781800372375.00009
unige:167450	10.1111/aos.14359
unige:167451	10.1111/aos.13671
unige:167452	10.13097/archive-ouverte/unige:167452
unige:167453	10.13097/archive-ouverte/unige:167453
unige:167456	10.1016/j.jconrel.2004.11.023
unige:167457	10.1016/j.jconrel.2005.01.007
unige:167459	10.1016/j.chemgeo.2023.121396
unige:167460	10.1088/1361-6668/acbb34
unige:167461	10.1016/j.scitotenv.2021.147871
unige:167462	10.1016/j.pocean.2019.102175
unige:167463	10.1016/S0168-3659(02)00456-X
unige:167464	10.1128/MCB.22.4.1218-1232.2002
unige:167465	10.1038/sj.emboj.7601125
unige:167466	10.1073/pnas.72.11.4288
unige:167467	10.1016/j.molcel.2008.07.020
unige:167468	10.1016/j.molcel.2005.12.012
unige:167470	10.1016/j.molcel.2004.09.007
unige:167471	10.1016/s1097-2765(03)00010-8
unige:167472	10.1016/s0092-8674(02)00756-0
unige:167473	10.1016/s1534-5807(03)00092-3
unige:167474	10.1093/emboj/17.7.2079
unige:167475	10.1111/aos.13570
unige:167476	10.1016/S2213-8587(15)00136-9
unige:167477	10.1136/bjophthalmol-2013-303162
unige:167478	10.1111/aos.12011
unige:167479	10.1167/iovs.11-9388
unige:167480	10.1111/j.1755-3768.2012.02472.x
unige:167481	10.1152/jn.01248.2007
unige:167482	10.13097/archive-ouverte/unige:167482
unige:167483	10.58225/urbanizm.2022-27-1-12
unige:167484	10.1016/S0168-3659(00)00348-5
unige:167486	10.1177/00420980221148386
unige:167487	10.1007/978-3-031-11069-6
unige:167489	10.13097/archive-ouverte/unige:167489
unige:167490	10.1371/journal.pone.0280347
unige:167491	10.1111/soru.12426
unige:167492	10.1016/j.bpj.2023.01.018
unige:167493	10.15252/embj.2022112287
unige:167494	10.1103/PhysRevLett.129.268101
unige:167495	10.1371/journal.pcbi.1010586
unige:167496	10.1038/s41534-023-00687-8
unige:167497	10.1051/pmed/2022031
unige:167499	10.3389/fncir.2016.00031
unige:167500	10.1016/j.nbd.2018.02.002
unige:167501	10.1111/adb.12541
unige:167502	10.1111/epi.13942
unige:167503	10.1016/j.nbd.2019.04.016
unige:167504	10.3389/fnsyn.2020.00015
unige:167505	10.1111/ejn.15179
unige:167506	10.3390/languages7040295
unige:167507	10.1038/s41593-021-00972-9
unige:167508	10.1016/j.neuron.2023.01.003
unige:167515	10.7551/mitpress/3136.003.0014
unige:167517	10.1111/nous.12449
unige:167524	10.4000/rechercheformation.6018
unige:167534	10.3406/globe.2021.7814
unige:167538	10.1523/JNEUROSCI.0063-22.2022
unige:167539	10.1242/jcs.260685
unige:167543	10.1016/S0040-4039(00)95118-9
unige:167544	10.1039/C39850001783
unige:167545	10.1016/S0168-3659(97)00050-3
unige:167546	10.1016/S0168-3659(98)00051-0
unige:167547	10.1016/S0168-3659(99)00220-5
unige:167548	10.1016/S0168-3659(00)00272-8
unige:167549	10.1016/S0168-3659(00)00350-3
unige:167550	10.13097/archive-ouverte/unige:167550
unige:167551	10.13097/archive-ouverte/unige:167551
unige:167552	10.3390/biom12091166
unige:167553	10.3390/biom12070880
unige:167554	10.1016/j.scitotenv.2023.161727
unige:167555	10.1103/PhysRevLett.130.076702
unige:167556	10.1038/s41535-023-00545-y
unige:167559	10.1075/btl.159
unige:167565	10.13097/archive-ouverte/unige:167565
unige:167568	10.1093/nar/8.1.1
unige:167570	10.1002/stem.2721
unige:167571	10.1038/s41467-023-36999-8
unige:167573	10.1016/j.pec.2022.06.013
unige:167574	10.3389/fphar.2022.944829
unige:167575	10.1021/bi00551a038
unige:167576	10.53738/REVMED.2022.18.804.2157
unige:167577	10.2337/ds21-0084
unige:167578	10.1186/s13098-022-00898-7
unige:167579	10.3390/pharmaceutics14071427
unige:167581	10.1002/hlca.19850680423
unige:167582	10.1002/hlca.19850680218
unige:167583	10.1016/S0168-3659(97)00216-2
unige:167584	10.1016/S0168-3659(97)00188-0
unige:167589	10.1016/j.phrs.2023.106699
unige:167590	10.1007/s00018-023-04730-x
unige:167594	10.1016/j.jpba.2021.113898
unige:167602	10.4000/aof.14356
unige:167603	10.1111/1758-5899.13192
unige:167605	10.1038/s41405-023-00135-x
unige:167606	10.13097/archive-ouverte/unige:167606
unige:167608	10.1016/S0168-3659(97)00155-7
unige:167609	10.1016/j.jmb.2022.167931
unige:167610	10.1039/d2tc05344f
unige:167613	10.1101/sqb.1978.042.01.036
unige:167614	10.1016/S0020-1693(00)88099-8
unige:167615	10.13097/archive-ouverte/unige:167615
unige:167617	10.1016/j.atherosclerosis.2022.06.065
unige:167620	10.1017/S1474745622000179
unige:167621	10.1093/jiel/jgac034
unige:167624	10.1002/9781119806394.fmatter
unige:167625	10.1007/978-4-431-56426-3_6
unige:167626	10.4337/9781784713546.44
unige:167627	10.1163/15723747-20220003
unige:167629	10.1016/j.infbeh.2022.101687
unige:167631	10.3758/s13415-022-01055-3
unige:167632	10.3390/languages7040309
unige:167633	10.3389/fresc.2022.1068959
unige:167635	10.3390/children10020334
unige:167641	10.1037/emo0001083
unige:167642	10.5334/spo.33
unige:167643	10.1177/13684302231156399
unige:167644	10.4000/cdg.8590
unige:167646	10.1038/s41560-022-01028-3
unige:167647	10.1016/j.jenvp.2023.101972
unige:167649	10.1111/psyp.14169
unige:167657	10.33058/seismo.20757
unige:167658	10.13097/archive-ouverte/unige:167658
unige:167661	10.4000/cipango.3833
unige:167662	10.4000/ebisu.1949
unige:167672	10.13097/archive-ouverte/unige:167672
unige:167673	10.13097/archive-ouverte/unige:167673
unige:167678	10.4324/9781003139201-25
unige:167679	10.3390/ijms24065676
unige:167683	10.1016/j.kint.2022.03.006
unige:167686	10.1016/s1071-3581(96)90059-8
unige:167688	10.21257/sg.225
unige:167697	10.1016/0168-3659(94)00096-D
unige:167698	10.1016/0168-3659(94)00117-D
unige:167699	10.1016/0168-3659(95)00041-6
unige:167701	10.1016/0168-3659(95)00164-6
unige:167705	10.3389/fdmed.2022.1010916
unige:167706	10.1016/j.prosdent.2023.02.013
unige:167708	10.1167/tvst.12.3.1
unige:167710	10.21203/rs.3.rs-2492342/v1
unige:167712	10.3390/ijms24054914
unige:167713	10.1007/978-3-031-20401-2_14
unige:167714	10.24450/journals/abrep.2023.e1134
unige:167715	10.15252/embr.202255328
unige:167717	10.3917/lsdlc.011.0069
unige:167718	10.57161/r2023-01-04
unige:167719	10.57161/r2023-01-05
unige:167722	10.1016/j.jecp.2022.105587
unige:167727	10.26034/vd.rm.2020.1434
unige:167728	10.33683/dida.22.05.46
unige:167730	10.33683/dida.22.05.48
unige:167731	10.1002/jocb.582
unige:167732	10.1007/s00426-022-01734-3
unige:167733	10.1002/ejsp.2081
unige:167734	10.1016/j.jenvp.2019.01.002
unige:167735	10.5334/irsp.152
unige:167736	10.1080/00918369.2015.1073037
unige:167737	10.1111/jasp.12587
unige:167738	10.1017/sjp.2019.55
unige:167740	10.1177/1368430217733117
unige:167742	10.1016/0014-5793(96)00316-x
unige:167743	10.13097/archive-ouverte/unige:167743
unige:167744	10.1007/978-3-031-04480-9_5
unige:167746	10.1016/j.alcr.2023.100530
unige:167748	10.13097/archive-ouverte/unige:167748
unige:167749	10.1177/1368430219884633
unige:167750	10.1016/j.jesp.2014.09.001
unige:167751	10.3758/s13414-022-02582-4
unige:167752	10.1162/jocn_a_01877
unige:167753	10.1037/xhp0001005
unige:167754	10.1002/hlca.19850680803
unige:167755	10.1002/hlca.19850680127
unige:167756	10.1002/hlca.19850680126
unige:167757	10.1016/0014-5793(96)00315-8
unige:167758	10.1016/j.neuroimage.2022.119832
unige:167759	10.1091/mbc.e12-03-0228
unige:167760	10.1016/j.fct.2023.113654
unige:167762	10.1007/978-3-031-20810-2_12
unige:167763	10.4103/1673-5374.369106
unige:167765	10.3390/antiox12020386
unige:167767	10.1017/S1431927621013076
unige:167768	10.13097/archive-ouverte/unige:167768
unige:167769	10.1039/d1sc01929e
unige:167770	10.7554/eLife.65824
unige:167771	10.1038/s41467-021-27526-8
unige:167773	10.1017/S1431927621013441
unige:167774	10.1021/acsmacrolett.1c00142
unige:167775	10.1016/S0040-4020(01)96703-1
unige:167776	10.1016/S0040-4039(00)98228-5
unige:167777	10.1016/S0040-4039(01)80847-9
unige:167778	10.13097/archive-ouverte/unige:167778
unige:167781	10.1017/S002085902200092X
unige:167783	10.1186/s13059-023-02871-7
unige:167784	10.1103/PhysRevE.107.025303
unige:167785	10.1107/S0108768184001749
unige:167787	10.1016/j.envint.2023.107738
unige:167788	10.1111/gbi.12530
unige:167789	10.13097/archive-ouverte/unige:167789
unige:167790	10.58282/acta.13731
unige:167791	10.1515/9783110532647-009
unige:167792	10.1515/9783110698183-009
unige:167793	10.1080/10508422.2023.2187804
unige:167799	10.13097/archive-ouverte/unige:167799
unige:167809	10.1109/ICMLA55696.2022.00264
unige:167813	10.1016/j.immuni.2023.01.029
unige:167815	10.1371/journal.pone.0277277
unige:167816	10.1016/j.ophtha.2022.07.027
unige:167817	10.1016/j.modpat.2023.100101
unige:167818	10.13097/archive-ouverte/unige:167818
unige:167819	10.1002/jgh3.12862
unige:167820	10.1016/j.ophtha.2022.07.017
unige:167821	10.3390/dj11040089
unige:167822	10.13097/archive-ouverte/unige:167822
unige:167824	10.3390/ijms232112982
unige:167825	10.1007/s13167-023-00318-4
unige:167826	10.1177/11206721221146675
unige:167827	10.1186/s40662-021-00272-0
unige:167828	10.1002/chem.202202727
unige:167829	10.1016/j.quaint.2023.03.004
unige:167830	10.1039/d2em00431c
unige:167831	10.1002/aelm.202201182
unige:167832	10.1103/PhysRevB.107.115139
unige:167833	10.1016/j.physletb.2023.137843
unige:167834	10.1080/17538947.2023.2187467
unige:167835	10.1159/000520595
unige:167836	10.1007/s13167-023-00314-8
unige:167837	10.1186/s13256-022-03646-7
unige:167838	10.3390/jcm12020731
unige:167847	10.1016/0021-9673(92)80258-V
unige:167848	10.1016/0021-9673(92)85549-9
unige:167851	10.13097/archive-ouverte/unige:167851
unige:167852	10.1002/ejsp.2159
unige:167853	10.1177/1368430215613843
unige:167854	10.1111/jasp.12588
unige:167855	10.1002/ejsp.1935
unige:167856	10.1177/1368430219853352
unige:167858	10.13097/archive-ouverte/unige:167858
unige:167863	10.3917/dec.chaba.2010.01.0203
unige:167865	10.51926/ISTE.9115.ch4
unige:167866	10.13097/archive-ouverte/unige:167866
unige:167868	10.1016/j.futures.2023.103133
unige:167869	10.3917/eslm.157.0013
unige:167871	10.4337/9781800372375
unige:167872	10.4337/9781839105548.00020
unige:167873	10.18753/2297-8224-222
unige:167874	10.1001/jamaophthalmol.2022.4716
unige:167876	10.2298/VSP210620079R
unige:167877	10.3390/medicina59040639
unige:167879	10.17352/2455-1414.000092
unige:167880	10.3390/jcm12062402
unige:167881	10.1007/s40123-021-00370-1
unige:167882	10.1016/j.survophthal.2023.02.008
unige:167883	10.1016/j.ajoc.2023.101793
unige:167884	10.1097/ICO.0000000000002727
unige:167885	10.1167/iovs.16-19638
unige:167886	10.14704/nq.2016.14.3.919
unige:167887	10.1093/jnlids/idv032
unige:167888	10.3917/ride.362.0009
