id	856_3	856_f	856_u	856_x	856_z	DATA	DATA_TYPE	date	BIOMED	discipline_clinical	discipline_basic	discipline_biology	discipline_pharma	discipline_affective	discipline_dentistry	discipline_medicine_general	discipline_neurosciences	FUNDER	FNS_FUNDER	EU_FUNDER	type	856_domain	856_filetype
unige:168804	Dataset	0	https://static-content.springer.com/esm/art%3A10.1038%2Fs41591-021-01663-5/MediaObjects/41591_2021_1663_MOESM3_ESM.mp4	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	STATIC-CONTENT.SPRINGER.COM	
unige:168804	Dataset	0	https://static-content.springer.com/esm/art%3A10.1038%2Fs41591-021-01663-5/MediaObjects/41591_2021_1663_MOESM4_ESM.mp4	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	STATIC-CONTENT.SPRINGER.COM	
unige:168804	Dataset	0	https://static-content.springer.com/esm/art%3A10.1038%2Fs41591-021-01663-5/MediaObjects/41591_2021_1663_MOESM5_ESM.mp4	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	STATIC-CONTENT.SPRINGER.COM	
unige:168804	Dataset	0	https://static-content.springer.com/esm/art%3A10.1038%2Fs41591-021-01663-5/MediaObjects/41591_2021_1663_MOESM6_ESM.mp4	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	STATIC-CONTENT.SPRINGER.COM	
unige:168805	Dataset	0	https://clinicaltrials.gov/ct2/show/NCT02463136	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	1	1	1	Article scientifique	CLINICALTRIALS.GOV	
unige:168805	Dataset	0	http://fcon_1000.projects.nitrc.org/indi/enhanced/	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	1	1	1	Article scientifique	FCON_1000.PROJECTS.NITRC.ORG	
unige:168805	Dataset	0	https://osf.io/3agvn/	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	1	1	1	Article scientifique	OSF.IO	
unige:168813	Dataset	0	https://doi.org/10.5061/dryad.cnp5hqc6f	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.5061	
unige:168819	Dataset	0	https://clinicaltrials.gov/ct2/show/NCT02350348	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	CLINICALTRIALS.GOV	
unige:168906	Dataset	0	https://github.com/UEP-HUG/sp4_public	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	GITHUB.COM	
unige:168906	Dataset	0	https://doi.org/10.5281/zenodo.7124818	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.5281	
unige:168952	Dataset	0	https://www.ebi.ac.uk/ena/browser/view/PRJEB47877	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	EBI.AC.UK	
unige:168959	Dataset	0	https://www.ebi.ac.uk/ena/data/view/PRJEB37957	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	EBI.AC.UK	
unige:168961	Dataset	0	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA803614/	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:168965	Dataset	0	https://clinicaltrials.gov/ct2/show/NCT04718571	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	CLINICALTRIALS.GOV	
unige:168982	Dataset	0	https://doi.org/10.26037/yareta:33ylesvms5heboezppb7nkcpau	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.26037	
unige:168982	Dataset	0	https://gitlab.unige.ch/KLab	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	GITLAB.UNIGE.CH	
unige:169016	Dataset	0	https://swisscascade.ch/en/research-project-data-request/	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	SWISSCASCADE.CH	
unige:169025	Dataset	0	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161771	0	0	1	shared data	2022	1	1	1	0	0	0	0	0	0	1	1	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:169025	Dataset	0	https://github.com/AllonKleinLab/paper-data/tree/master/Pfirschke_et_al_2021	0	0	1	shared data	2022	1	1	1	0	0	0	0	0	0	1	1	0	Article scientifique	GITHUB.COM	
unige:169063	Dataset	0	http://flowrepository.org/id/FR-FCM-Z5ZB	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	FLOWREPOSITORY.ORG	
unige:169063	Dataset	0	http://flowrepository.org/id/FR-FCM-Z5L7	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	FLOWREPOSITORY.ORG	
unige:169063	Dataset	0	https://www.ebi.ac.uk/metabolights/editor/MTBLS406	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	EBI.AC.UK	
unige:169063	Dataset	0	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197658	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:169063	Dataset	0	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208399	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:169063	Dataset	0	https://gitlab.com/nivall/azimut-blood	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	GITLAB.COM	
unige:169063	Dataset	0	https://gitlab.com/nivall/azimut-in-vitro	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	GITLAB.COM	
unige:169063	Dataset	0	https://gitlab.com/nivall/azimutscrna	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	GITLAB.COM	
unige:169067	Dataset	0	https://clinicaltrials.gov/ct2/show/NCT02273661	0	0	1	shared data	2022	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	CLINICALTRIALS.GOV	
unige:169070	Dataset	0	https://www.pasteur.fr/fr/file/39845/download	0	0	1	shared data	2022	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	PASTEUR.FR	
unige:169070	Dataset	0	https://www.insee.fr/fr/statistiques/2381476	0	0	1	shared data	2022	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	INSEE.FR	
unige:169071	Dataset	0	https://www.ahajournals.org/doi/suppl/10.1161/CIRCULATIONAHA.110.014431	0	0	1	shared data	2011	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	AHAJOURNALS.ORG	
unige:169097	Dataset	0	https://doi.org/10.5281/zenodo.6912298	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	DOI.ORG/10.5281	
unige:169104	Dataset	0	https://phytozome-next.jgi.doe.gov/	0	0	1	shared data	2020	1	0	1	1	0	0	0	0	0	1	1	1	Article scientifique	PHYTOZOME-NEXT.JGI.DOE.GOV	
unige:169163	Dataset	0	https://doi.org/10.26037/yareta:kyt36v2q35axnan74xjzx322gu	0	0	1	shared data	2023	1	1	1	0	0	0	0	0	0	1	1	0	Article scientifique	DOI.ORG/10.26037	
unige:169181	Dataset	0	https://adni.loni.usc.edu	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	1	1	0	Article scientifique	ADNI.LONI.USC.EDU	
unige:169231	Dataset	0	https://reshare.ukdataservice.ac.uk/855201/	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	RESHARE.UKDATASERVICE.AC.UK	
unige:169257	Dataset	0	https://www.ecmwf.int/en/forecasts/datasets/open-data	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	ECMWF.INT	
unige:169257	Dataset	0	https://stats.oecd.org/index.aspx?queryid=67051	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	STATS.OECD.ORG	
unige:169258	Dataset	0	https://clinicaltrials.gov/ct2/show/NCT04385212	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	CLINICALTRIALS.GOV	
unige:169316	Dataset	0	https://doi.org/10.5061/dryad.5qfttdz81	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	1	1	0	Article scientifique	DOI.ORG/10.5061	
unige:169331	Dataset	0	https://doi.org/10.17632/j2gb8pcz2y.1	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.17632	
unige:169331	Dataset	0	https://clinicaltrials.gov/ct2/show/results/NCT03422250	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	CLINICALTRIALS.GOV	
unige:169342	Dataset	0	https://github.com/albornet/chempred_revision	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	GITHUB.COM	
unige:169343	Dataset	0	https://zika.ispm.unibe.ch/assets/data/pub/ncov/	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	1	1	1	Article scientifique	ZIKA.ISPM.UNIBE.CH	
unige:169343	Dataset	0	https://github.com/ds4dh/CovidReview	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	1	1	1	Article scientifique	GITHUB.COM	
unige:169347	Dataset	0	https://www.frontiersin.org/articles/10.3389/fcell.2021.682944/full#supplementary-material	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	FRONTIERSIN.ORG	
unige:169369	Dataset	0	https://doi.org/10.26037/yareta:zvtvqwmbl5emvd3bxr6sluurqi	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.26037	
unige:169450	Dataset	0	https://doi.org/10.26037/yareta:rjuu27fx6nbvjfbmkioyu2mwoi	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.26037	
unige:169456	Dataset	0	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184708	0	0	1	shared data	2022	1	0	1	0	0	0	0	0	0	0	0	0	Thèse	NCBI.NLM.NIH.GOV	
unige:169471	Dataset	0	https://doi.org/10.26037/yareta:eafa4tobcban5kbkei325covyi	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Présentation / Intervention	DOI.ORG/10.26037	
unige:169497	Dataset	0	https://doi.org/10.26037/yareta:qkufv7qezngl7fl55yzrgaa53y	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.26037	
unige:169550	Dataset	0	https://osf.io/nt7de/	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	OSF.IO	
unige:169703	Dataset	0	https://www.lanevol.org/projects/FGstaining	0	0	1	shared data	2022	1	0	0	1	0	0	0	0	0	0	0	0	Thèse	LANEVOL.ORG	
unige:169713	Dataset	0	https://github.com/LucaIns/honey_bee_loss_US_scirep	0	0	1	shared data	2022	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	GITHUB.COM	
unige:169861	Dataset	0	https://osf.io/bv6fh/	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	OSF.IO	
unige:169865	Dataset	0	https://osf.io/cds4k/	0	0	1	shared data	2023	1	0	0	0	0	1	0	0	0	1	1	1	Article scientifique	OSF.IO	
unige:169880	Dataset	0	https://doi.org/10.1016/j.jad.2022.12.162	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Thèse	DOI.ORG/10.1016	
unige:169899	Dataset	0	https://www.ncbi.nlm.nih.gov/nuccore/JAAGEJ000000000	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:169899	Dataset	0	https://www.ncbi.nlm.nih.gov/nuccore/JAAGEK000000000	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:169899	Dataset	0	https://www.ncbi.nlm.nih.gov/nuccore/JAAGEL000000000	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:169939	Dataset	0	https://www.covid19dataportal.org	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	1	1	0	Article scientifique	COVID19DATAPORTAL.ORG	
unige:169939	Dataset	0	https://gitlab.sib.swiss/clinbio/spsp-ng/spsp-ng-bioinformatics	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	1	1	0	Article scientifique	GITLAB.SIB.SWISS	
unige:169939	Dataset	0	https://gitlab.sib.swiss/clinbio/spsp-ng	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	1	1	0	Article scientifique	GITLAB.SIB.SWISS	
unige:169946	Dataset	0	https://adni.loni.usc.edu/	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	ADNI.LONI.USC.EDU	
unige:169946	Dataset	0	https://www.neugrid2.eu/	0	0	1	shared data	2021	1	1	0	0	0	0	0	0	0	1	0	1	Article scientifique	NEUGRID2.EU	
unige:170154	Dataset	0	https://doi.org/10.1016/j.jcms.2020.06.010	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Thèse	DOI.ORG/10.1016	
unige:170168	Dataset	0	https://www.sciencedirect.com/science/article/pii/S0957178723000942	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	SCIENCEDIRECT.COM	
unige:170168	Dataset	0	https://doi.org/10.1016/j.jup.2023.101582	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.1016	
unige:170254	Dataset	0	https://doi.org/10.6084/m9.figshare.20226138	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Thèse	DOI.ORG/10.6084	
unige:170302	Dataset	0	https://yareta.unige.ch/home/detail/7cb9b106-e48f-41f2-8776-0dfe39ff958c	0	0	1	shared data	2023	1	1	1	0	0	1	0	0	1	1	1	0	Article scientifique	YARETA.UNIGE.CH	
unige:170303	Dataset	0	https://osf.io/qjyt9/	0	0	1	shared data	2023	1	0	1	0	0	0	0	0	0	1	1	0	Article scientifique	OSF.IO	
unige:170310	Dataset	0	https://osf.io/yvcj7/	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Preprint	OSF.IO	
unige:170344	Dataset	0	https://doi.org/10.26037/yareta:7 eof5tfyjrdpblws5vsqrvf3ny	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.26037	
unige:170400	Dataset	0	https://osf.io/zqfw4/	0	0	1	shared data	2023	1	0	1	0	0	0	0	0	0	1	0	1	Article scientifique	OSF.IO	
unige:170413	Dataset	0	https://doi.org/10.5281/zenodo.7974096	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	1	1	0	Article scientifique	DOI.ORG/10.5281	
unige:170417	Dataset	0	https://doi.org/10.5281/zenodo.7816967	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.5281	
unige:170420	Dataset	0	http://www.broadcvdi.org	0	0	1	shared data	2020	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	BROADCVDI.ORG	
unige:170432	Dataset	0	https://clinicaltrials.gov/study/NCT04359407	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	CLINICALTRIALS.GOV	
unige:170493	Dataset	0	https://data.mendeley.com/datasets/gn9y9834g8/1	0	0	1	shared data	2023	1	0	1	0	0	0	0	0	0	1	1	0	Article scientifique	DATA.MENDELEY.COM	
unige:170501	Dataset	0	https://doi.org/10.26037/yareta:zhoycayfyfgxbgqss6sivv5h3a	0	0	1	shared data	2022	1	1	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.26037	
unige:170563	Dataset	0	http://doi.org/10.26037/yareta:xptnb342p5fwvaqn5ud6eexfyi	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.26037	
unige:170603	Dataset	0	https://doi.org/10.26037/yareta:xu2ej353hnekvh2tcan2kjgbva	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.26037	
unige:170609	Dataset	0	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234933	0	0	1	shared data	2023	1	1	1	0	0	0	0	0	0	1	1	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:170611	Dataset	0	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-8760	0	0	1	shared data	2023	1	1	1	0	0	0	0	0	0	1	1	0	Article scientifique	EBI.AC.UK	
unige:170611	Dataset	0	https://www.ebi.ac.uk/biostudies/arrayexpress/studies/E-MTAB-11903?accession=E-MTAB-11903	0	0	1	shared data	2023	1	1	1	0	0	0	0	0	0	1	1	0	Article scientifique	EBI.AC.UK	
unige:170611	Dataset	0	https://ega-archive.org/studies/EGAS00001007125	0	0	1	shared data	2023	1	1	1	0	0	0	0	0	0	1	1	0	Article scientifique	EGA-ARCHIVE.ORG	
unige:170612	Dataset	0	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE127870	0	0	1	shared data	2019	1	0	0	1	0	0	0	0	0	1	1	1	Article scientifique	NCBI.NLM.NIH.GOV	
unige:170639	Dataset	0	https://github.com/tinaboya/MEDIQA-Chat-2023-ds4dh	0	0	1	shared data	2023	1	1	0	0	0	0	0	0	0	0	0	0	Chapitre d'actes	GITHUB.COM	
unige:170682	Dataset	0	https://osf.io/xq2ng/	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	OSF.IO	
unige:170683	Dataset	0	https://osf.io/dr62j/	0	0	1	shared data	2022	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	OSF.IO	
unige:170732	Dataset	0	https://osf.io/pfb67/	0	0	1	shared data	2021	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	OSF.IO	
unige:170748	Dataset	0	https://www.ncbi.nlm.nih.gov/bioproject/PRJNA634972	0	0	1	shared data	2023	1	0	1	0	0	0	0	0	0	0	0	0	Article scientifique	NCBI.NLM.NIH.GOV	
unige:170762	Dataset	0	https://doi.org/10.1371/journal.pwat.0000097.s001	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.1371	
unige:170762	Dataset	0	https://doi.org/10.1371/journal.pwat.0000097.s002	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.1371	
unige:170762	Dataset	0	https://doi.org/10.1371/journal.pwat.0000097.s003	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.1371	
unige:170762	Dataset	0	https://doi.org/10.1371/journal.pwat.0000097.s004	0	0	1	shared data	2023	0	0	0	0	0	0	0	0	0	0	0	0	Article scientifique	DOI.ORG/10.1371	
unige:170794	Dataset	0	https://yareta.unige.ch/home/detail/d053344a-cded-40db-ba0e-c23e1f254e0a	0	0	1	shared data	2023	1	0	1	0	0	0	0	0	0	1	1	1	Article scientifique	YARETA.UNIGE.CH	
