	ID_AOU	DATE_AOU	BIOMED_AOU	DISCIPLINE_CLINICAL_AOU	DISCIPLINE_BASIC_AOU	DISCIPLINE_BIOLOGY_AOU	DISCIPLINE_PHARMA_AOU	DISCIPLINE_AFFECTIVE_AOU	DISCIPLINE_DENTISTRY_AOU	DISCIPLINE_MEDICINE_GENERAL_AOU	DISCIPLINE_NEUROSCIENCES_AOU	DATA_AOU	DATA_TYPE_APPENDIXES_AOU	DATA_TYPE_DATA_SUPPLEMENTS_AOU	DATA_TYPE_SHARED_DATA_AOU	FUNDER_AOU	FNS_FUNDER_AOU	EU_FUNDER_AOU	DOC_TYPE_AOU	DOI	PMID	AOU	PUBMED	DATA_PUBMED	OPENALEX	ID_OPENALEX	IS_OA_OPENALEX	OA_STATUS_OPENALEX	DATE_OPENALEX	DATE_PUBMED	DATE	OA	id	BIOMED	date	pmid	773t	COUNT
14																					33709764	0	1	1.0	0					2021.0	2021.0	0	unige:155086	0	2021	33709764.0	Physical review letters	1
15																					34790861	0	1	0.0	0					2022.0	2022.0	0	unige:156955	0	2022	34790861.0	Sustainable water resources management	1
16																					35590613	0	1	0.0	0					2022.0	2022.0	0	unige:166541	0	2022	35590613.0	Physical review. E	1
17																					35749176	0	1	0.0	0					2022.0	2022.0	0	unige:168439	0	2022	35749176.0	Physical review letters	1
18																					35864119	0	1	0.0	0					2022.0	2022.0	0	unige:163846	0	2022	35864119.0	Nature communications	1
19																					36060121	0	1	0.0	0					2022.0	2022.0	0	unige:163469	0	2022	36060121.0	Frontiers in toxicology	1
20																					36083651	0	1	0.0	0					2022.0	2022.0	0	unige:165562	0	2022	36083651.0	Physical review letters	1
21																					36360802	0	1	0.0	0					2022.0	2022.0	0	unige:165425	0	2022	36360802.0	International journal of environmental research and public health	1
22																					36456591	0	1	0.0	0					2022.0	2022.0	0	unige:169713	0	2022	36456591.0	Scientific reports	1
23																					36546223	0	1	0.0	0					2022.0	2022.0	0	unige:167001	0	2022	36546223.0	Science Bulletin	1
24																					25607653	0	1	0.0	1	W3102311425	True	green	2015.0	2015.0	2015.0	1	unige:156138	0	2015	25607653.0	Nano letters	1
25																					25683678	0	1	0.0	1	W1987019802	True	bronze	2015.0	2015.0	2015.0	1	unige:74121	0	2015	25683678.0	Sociology of health & illness	1
26																					25732058	0	1	1.0	1	W1965031958	True	gold	2015.0	2015.0	2015.0	1	unige:156143	0	2015	25732058.0	Nature communications	1
27																					25735880	0	1	0.0	1	W2098073034	True	green	2015.0	2015.0	2015.0	1	unige:156135	0	2015	25735880.0	Advanced materials	1
28																					25832244	0	1	0.0	1	W2088115285	True	green	2015.0	2015.0	2015.0	1	unige:158108	0	2015	25832244.0	Review of scientific instruments	1
29																					25863469	0	1	0.0	1	W1979581792	False	closed	2015.0	2015.0	2015.0	0	unige:89197	0	2015	25863469.0	Cortex	1
30																					26026198	0	1	0.0	1	W2007347955	False	closed	2015.0	2015.0	2015.0	0	unige:90460	0	2015	26026198.0	Midwifery	1
31																					26121591	0	1	1.0	1	W785543088	True	gold	2015.0	2015.0	2015.0	1	unige:79643	0	2015	26121591.0	PloS one	1
32																					26183812	0	1	0.0	1	W1919502846	False	closed	2015.0	2015.0	2015.0	0	unige:167736	0	2015	26183812.0	Journal of homosexuality	1
33																					26247788	0	1	1.0	1	W1904366742	True	gold	2015.0	2015.0	2015.0	1	unige:77333	0	2015	26247788.0	PloS one	1
34																					26386322	0	1	0.0	1	W2292224346	False	closed	2015.0	2015.0	2015.0	0	unige:81916	0	2015	26386322.0	Neuropsychologia	1
35																					26391068	0	1	1.0	1	W1953096683	True	gold	2015.0	2015.0	2015.0	1	unige:156127	0	2015	26391068.0	Nature communications	1
36																					26459124	0	1	0.0	1	W2297423710	True	green	2015.0	2015.0	2015.0	1	unige:168179	0	2015	26459124.0	The Spanish journal of psychology	1
37																					26537854	0	1	0.0	1	W2161124189	False	closed	2015.0	2015.0	2015.0	0	unige:78906	0	2015	26537854.0	Chemistry	1
38																					26583003	0	1	1.0	1	W1830556846	True	gold	2015.0	2015.0	2015.0	1	unige:81898	0	2015	26583003.0	Frontiers in psychology	1
39																					26584866	0	1	1.0	1	W2221276418	True	green	2016.0	2016.0	2016.0	1	unige:86175	0	2015	26584866.0	NeuroImage	1
40																					26656509	0	1	1.0	1	W2264949414	False	closed	2015.0	2015.0	2015.0	0	unige:90757	0	2015	26656509.0	European neurology	1
41																					26751171	0	1	1.0	1	W2192430962	True	green	2016.0	2016.0	2016.0	1	unige:156118	0	2016	26751171.0	Nature nanotechnology	1
42																					26778999	0	1	1.0	1	W2189069386	True	gold	2016.0	2016.0	2016.0	1	unige:81899	0	2015	26778999.0	Frontiers in human neuroscience	1
43																					26834690	0	1	1.0	1	W2253368180	True	gold	2016.0	2016.0	2016.0	1	unige:95009	0	2016	26834690.0	Frontiers in psychology	1
44																					27048760	0	1	1.0	1	W2324749785	True	gold	2016.0	2016.0	2016.0	1	unige:158110	0	2016	27048760.0	Nature communications	1
45																					27062426	0	1	1.0	1	W2318637623	True	green	2016.0	2017.0	2017.0	1	unige:101853	0	2017	27062426.0	Family Process	1
46																					27334987	0	1	1.0	1	W2468199083	False	closed	2016.0	2017.0	2017.0	0	unige:94895	0	2017	27334987.0	Brain topography	1
47																					27510939	0	1	1.0	1	W2509057999	True	gold	2016.0	2016.0	2016.0	1	unige:86009	0	2016	27510939.0	Scientific reports	1
48																					27568328	0	1	1.0	1	W2509500838	False	closed	2016.0	2016.0	2016.0	0	unige:157799	0	2016	27568328.0	Biological psychology	1
49																					27725665	0	1	1.0	1	W2483173506	True	gold	2016.0	2016.0	2016.0	1	unige:96174	0	2016	27725665.0	Nature communications	1
50																					27804954	0	1	1.0	1	W2276351143	True	gold	2016.0	2016.0	2016.0	1	unige:96175	0	2016	27804954.0	Nature communications	1
51																					27824454	0	1	1.0	1	W2536222176	True	green	2016.0	2016.0	2016.0	1	unige:155995	0	2016	27824454.0	Physical review letters	1
52																					27882917	0	1	1.0	1	W2553654821	True	gold	2016.0	2016.0	2016.0	1	unige:96177	0	2016	27882917.0	Nature communications	1
53																					27992586	0	1	1.0	1	W2561659598	True	gold	2016.0	2016.0	2016.0	1	unige:94877	0	2016	27992586.0	PloS one	1
54																					28008650	0	1	1.0	1	W2564064967	False	closed	2017.0	2017.0	2017.0	0	unige:99153	0	2017	28008650.0	Clinical Transplantation	1
55																					28043163	0	1	1.0	1	W2561105436	False	closed	2017.0	2017.0	2017.0	0	unige:103501	0	2017	28043163.0	Psychology and Health	1
56																					28128616	0	1	1.0	1	W2563550415	True	hybrid	2017.0	2017.0	2017.0	1	unige:159379	0	2017	28128616.0	Physical review letters	1
57																					28266509	0	1	1.0	1	W2591578646	True	gold	2017.0	2017.0	2017.0	1	unige:157704	0	2017	28266509.0	Nature communications	1
58																					28294266	0	1	1.0	1	W2594116764	False	closed	2017.0	2017.0	2017.0	0	unige:93533	0	2017	28294266.0	PCCP. Physical chemistry chemical physics	1
59																					28334293	0	1	1.0	1	W2688701525	True	bronze	2017.0	2018.0	2018.0	1	unige:173288	0	2018	28334293.0	Cerebral cortex	1
60																					28346063	0	1	1.0	1	W2599334269	False	closed	2017.0	2017.0	2017.0	0	unige:93372	0	2017	28346063.0	Psychological science	1
61																					28391022	0	1	1.0	1	W2604833250	False	closed	2017.0	2017.0	2017.0	0	unige:112456	0	2017	28391022.0	World Neurosurgery	1
62																					28434375	0	1	1.0	1	W2609919755	False	closed	2017.0	2017.0	2017.0	0	unige:95062	0	2017	28434375.0	Expert review of clinical pharmacology	1
63																					28472307	0	1	1.0	1	W2610961035	True	bronze	2017.0	2017.0	2017.0	1	unige:99801	0	2017	28472307.0	Journal of Antimicrobial Chemotherapy	1
64																					28585280	0	1	1.0	1	W2623620107	False	closed	2017.0	2017.0	2017.0	0	unige:95064	0	2017	28585280.0	Research synthesis methods	1
65																					28696733	0	1	1.0	1	W2605937803	True	hybrid	2017.0	2017.0	2017.0	1	unige:156000	0	2017	28696733.0	Physical review letters	1
66																					28822921	0	1	1.0	1	W2742350063	True	hybrid	2017.0	2017.0	2017.0	1	unige:103502	0	2017	28822921.0	Archives of Gerontology and Geriatrics	1
67																					28949564	0	1	1.0	1	W2579434943	True	hybrid	2017.0	2017.0	2017.0	1	unige:158130	0	2017	28949564.0	Physical review letters	1
68																					29054536	0	1	1.0	1	W2766694562	True	hybrid	2017.0	2017.0	2017.0	1	unige:104878	0	2017	29054536.0	Experimental Gerontology	1
69																					29058917	0	1	1.0	1	W2766365304	True	green	2017.0	2017.0	2017.0	1	unige:155999	0	2017	29058917.0	Nano letters	1
70																					29101054	0	1	1.0	1	W2766494800	False	closed	2018.0	2018.0	2018.0	0	unige:141547	0	2018	29101054.0	Journal of Controlled Release	1
71																					29193301	0	1	1.0	1	W2769928307	False	closed	2018.0	2018.0	2018.0	0	unige:104602	0	2018	29193301.0	Acta Paediatrica	1
72																					29236555	0	1	1.0	1	W2775644976	False	closed	2017.0	2019.0	2019.0	0	unige:168181	0	2017	29236555.0	Journal of personality assessment	1
73																					29295175	0	1	0.0	1	W2611703522	False	closed	2017.0	2017.0	2017.0	0	unige:93901	0	2017	29295175.0	Studies in health technology and informatics	1
74																					29308981	0	1	1.0	1	W2782993791	True	green	2019.0	2019.0	2019.0	1	unige:109647	0	2018	29308981.0	Journal of Cognitive Neuroscience	1
75																					29363832	0	1	1.0	1	W2790175756	True	green	2018.0	2018.0	2018.0	1	unige:107542	0	2018	29363832.0	European Journal of Neuroscience	1
76																					29593370	0	1	1.0	1	W2724710417	True	hybrid	2017.0	2018.0	2018.0	1	unige:104837	0	2018	29593370.0	Journal of Family Issues	1
77																					29692716	0	1	1.0	1	W2796609287	True	gold	2018.0	2018.0	2018.0	1	unige:155478	0	2018	29692716.0	Frontiers in human neuroscience	1
78																					29709618	0	1	1.0	1	W2800496882	True	hybrid	2018.0	2018.0	2018.0	1	unige:109648	0	2018	29709618.0	Vision Research	1
79																					29713077	0	1	1.0	1	W3099178482	True	green	2018.0	2018.0	2018.0	1	unige:155992	0	2018	29713077.0	Nature nanotechnology	1
80																					29744894	0	1	1.0	1	W2819887419	True	green	2018.0	2018.0	2018.0	1	unige:158778	0	2018	29744894.0	Annals of the New York Academy of Sciences	1
81																					29860156	0	1	1.0	1	W2807086185	False	closed	2018.0	2018.0	2018.0	0	unige:106683	0	2018	29860156.0	Infant Behavior and Development	1
82																					29870263	0	1	1.0	1	W2807539801	True	green	2018.0	2018.0	2018.0	1	unige:155988	0	2018	29870263.0	Nano letters	1
83																					29920981	0	1	1.0	1	W2809224883	True	gold	2018.0	2018.0	2018.0	1	unige:109877	0	2018	29920981.0	Brain and Behavior	1
84																					30273002	0	1	0.0	1	W2895766291	True	green	2019.0	2019.0	2019.0	1	unige:116357	0	2019	30273002.0	Games for Health Journal	1
85																					30479979	0	1	0.0	1	W2902589912	True	gold	2018.0	2018.0	2018.0	1	unige:165661	0	2018	30479979.0	Health promotion perspectives	1
86																					30560762	0	1	0.0	1	W2904221231	True	bronze	2018.0	2019.0	2019.0	1	unige:169405	0	2018	30560762.0	Journal of child language	1
87																					30770199	0	1	0.0	1	W2913039063	True	green	2019.0	2019.0	2019.0	1	unige:121466	0	2019	30770199.0	Physics of Life Reviews	1
88																					30840536	0	1	0.0	1	W2922141931	True	bronze	2019.0	2019.0	2019.0	1	unige:161296	0	2019	30840536.0	Journal of neurophysiology	1
89																					30904103	0	1	0.0	1	W2923307408	True	gold	2019.0	2019.0	2019.0	1	unige:125964	0	2019	30904103.0	The Lancet. Planetary health	1
90																					31023463	0	1	0.0	1	W2941160380	False	closed	2019.0	2019.0	2019.0	0	unige:145538	0	2019	31023463.0	Soins	1
91																					31065072	0	1	0.0	1	W3098634202	True	green	2019.0	2019.0	2019.0	1	unige:155989	0	2019	31065072.0	Nature nanotechnology	1
92																					31285622	0	1	0.0	1	W2956329843	True	green	2019.0	2019.0	2019.0	1	unige:142068	0	2019	31285622.0	Nature Human Behaviour	1
93																					31340726	0	1	0.0	1	W2963123890	True	green	2019.0	2020.0	2020.0	1	unige:161300	0	2019	31340726.0	Laterality	1
94																					31543358	0	1	1.0	1	W2973491606	True	green	2021.0	2021.0	2021.0	1	unige:163185	0	2021	31543358.0	Journal of voice	1
95																					31551876	0	1	0.0	1	W2969752977	True	gold	2019.0	2019.0	2019.0	1	unige:141910	0	2019	31551876.0	Frontiers in Psychology	1
96																					31561147	0	1	0.0	1	W2974995300	True	green	2019.0	2019.0	2019.0	1	unige:168452	0	2019	31561147.0	Infant behavior & development	1
97																					31591517	0	1	0.0	1	W2978612598	True	bronze	2019.0	2020.0	2020.0	1	unige:176630	0	2019	31591517.0	European journal of human genetics	1
98																					31621805	0	1	0.0	1	W2981265214	True	gold	2019.0	2019.0	2019.0	1	unige:161297	0	2019	31621805.0	Journal of vision	1
99																					31712666	0	1	0.0	1	W3098503475	True	green	2019.0	2019.0	2019.0	1	unige:155987	0	2019	31712666.0	Nature nanotechnology	1
100																					31787120	0	1	0.0	1	W2992064069	True	green	2019.0	2019.0	2019.0	1	unige:167738	0	2019	31787120.0	The Spanish journal of psychology	1
101																					31801103	0	1	0.0	1	W2984414552	False	closed	2020.0	2020.0	2020.0	0	unige:167977	0	2020	31801103.0	Addictive behaviors	1
102																					31814436	0	1	0.0	1	W2994185955	True	green	2019.0	2021.0	2021.0	1	unige:135210	0	2021	31814436.0	Aging & Mental Health	1
103																					31865930	0	1	0.0	1	W2996175043	True	green	2019.0	2021.0	2021.0	1	unige:135211	0	2021	31865930.0	International Psychogeriatrics	1
104																					31881721	0	1	0.0	1	W2997385044	True	gold	2019.0	2019.0	2019.0	1	unige:158542	0	2019	31881721.0	Healthcare	1
105																					32007989	0	1	0.0	1	W3004269351	True	green	2019.0	2019.0	2019.0	1	unige:145275	0	2019	32007989.0	Dementia and Geriatric Cognitive Disorders	1
106																					32066509	0	1	0.0	1	W3007609394	False	closed	2020.0	2020.0	2020.0	0	unige:169552	0	2020	32066509.0	Journal of child language	1
107																					32096101	0	1	0.0	1	W3007836967	True	bronze	2020.0	2020.0	2020.0	1	unige:160708	0	2020	32096101.0	Attention, perception & psychophysics	1
108																					32142288	0	1	0.0	1	W3010429218	True	green	2020.0	2020.0	2020.0	1	unige:157261	0	2020	32142288.0	Nano letters	1
109																					32251309	0	1	0.0	1	W3012651437	True	gold	2020.0	2020.0	2020.0	1	unige:175370	0	2020	32251309.0	Scientific reports	1
110																					32376300	0	1	0.0	1	W3023972282	True	gold	2020.0	2020.0	2020.0	1	unige:155480	0	2020	32376300.0	NeuroImage	1
111																					32421421	0	1	0.0	1	W3026944614	True	green	2020.0	2020.0	2020.0	1	unige:165486	0	2020	32421421.0	Journal of speech, language, and hearing research	1
112																					32570689	0	1	0.0	1	W3035837603	False	closed	2020.0	2020.0	2020.0	0	unige:139233	0	2020	32570689.0	Digital Personalized Health and Medicine	1
113																					32589061	0	1	0.0	1	W3037157732	True	green	2020.0	2020.0	2020.0	1	unige:150536	0	2020	32589061.0	Bioanalysis	1
114																					32637835	0	1	0.0	1	W3036389018	True	gold	2020.0	2020.0	2020.0	1	unige:157066	0	2020	32637835.0	ACS omega	1
115																					32665430	0	1	0.0	1	W3043779891	True	gold	2020.0	2020.0	2020.0	1	unige:155949	0	2020	32665430.0	BMJ global health	1
116																					32716359	0	1	0.0	1	W3044584083	True	green	2020.0	2020.0	2020.0	1	unige:163533	0	2020	32716359.0	Journal of Alzheimer's disease	1
117																					32757589	0	1	0.0	1	W3047838797	True	green	2020.0	2020.0	2020.0	1	unige:149366	0	2020	32757589.0	Journal of Experimental Psychology: Human Perception and Performance	1
118																					32763876	0	1	0.0	1	W3024272585	True	gold	2020.0	2020.0	2020.0	1	unige:142485	0	2020	32763876.0	JMIR mHealth and uHealth	1
119																					32774130	0	1	0.0	1	W2949041551	True	bronze	2019.0	2020.0	2020.0	1	unige:165481	0	2019	32774130.0	Bilingualism	1
120																					32778815	0	1	0.0	1	W3047699737	True	green	2020.0	2020.0	2020.0	1	unige:157369	0	2020	32778815.0	Nature materials	1
121																					32881477	0	1	0.0	1	W3083231724	True	hybrid	2020.0	2020.0	2020.0	1	unige:147179	0	2020	32881477.0	ACS Sensors	1
122																					32895063	0	1	0.0	1	W3084336432	False	closed	2020.0	2020.0	2020.0	0	unige:168177	0	2020	32895063.0	The Spanish journal of psychology	1
123																					32940460	0	1	0.0	1	W3087311517	True	green	2020.0	2020.0	2020.0	1	unige:147180	0	2020	32940460.0	Analytical Chemistry	1
124																					33017652	0	1	1.0	1	W3088341727	True	gold	2021.0	2021.0	2021.0	1	unige:162856	0	2021	33017652.0	NeuroImage	1
125																					33088903	0	1	0.0	1	W3089496939	True	hybrid	2020.0	2020.0	2020.0	1	unige:158545	0	2020	33088903.0	Quality and user experience	1
126																					33142665	0	1	0.0	1	W3096406539	True	gold	2020.0	2020.0	2020.0	1	unige:158546	0	2020	33142665.0	Journal of personalized medicine	1
127																					33194954	0	1	0.0	1	W3093722966	True	gold	2020.0	2020.0	2020.0	1	unige:157284	0	2020	33194954.0	Frontiers in public health	1
128																					33221662	0	1	1.0	1	W3105306192	True	green	2021.0	2021.0	2021.0	1	unige:165489	0	2021	33221662.0	Journal of experimental child psychology	1
129																					33236064	0	1	1.0	1	W3093376247	True	hybrid	2020.0	2021.0	2021.0	1	unige:162847	0	2021	33236064.0	Cerebral cortex	1
130																					33265628	0	1	0.0	1	W2883447470	True	gold	2018.0	2018.0	2018.0	1	unige:165221	0	2018	33265628.0	Entropy	1
131																					33291020	0	1	1.0	1	W3108971739	True	hybrid	2021.0	2021.0	2021.0	1	unige:156980	0	2021	33291020.0	Early human development	1
132																					33449733	0	1	0.0	1	W3116393984	True	green	2020.0	2020.0	2020.0	1	unige:165818	0	2020	33449733.0	Physical review letters	1
133																					33543943	0	1	1.0	1	W3123018470	True	green	2021.0	2021.0	2021.0	1	unige:158072	0	2021	33543943.0	Physical review letters	1
134																					33543969	0	1	1.0	1	W3037405178	True	green	2021.0	2021.0	2021.0	1	unige:158064	0	2021	33543969.0	Physical review letters	1
135																					33570806	0	1	1.0	1	W3126485158	True	green	2021.0	2021.0	2021.0	1	unige:150831	0	2021	33570806.0	Developmental Science	1
136																					33577985	0	1	1.0	1	W3128098604	True	hybrid	2021.0	2021.0	2021.0	1	unige:150537	0	2021	33577985.0	Journal of Clinical Epidemiology	1
137																					33599131	0	1	1.0	1	W3132585127	True	green	2021.0	2021.0	2021.0	1	unige:159070	0	2021	33599131.0	ACS sensors	1
138																					33607016	0	1	1.0	1	W3130938027	True	gold	2021.0	2021.0	2021.0	1	unige:176255	0	2021	33607016.0	The Lancet. Global health	1
139																					33619251	0	1	1.0	1	W3129873043	True	gold	2021.0	2021.0	2021.0	1	unige:166972	0	2021	33619251.0	Nature communications	1
140																					33621055	0	1	1.0	1	W3130477552	False	closed	2021.0	2021.0	2021.0	0	unige:175355	0	2021	33621055.0	Analytical chemistry	1
141																					33733298	0	1	1.0	1	W3138952452	True	hybrid	2021.0	2021.0	2021.0	1	unige:161294	0	2021	33733298.0	Psychonomic bulletin & review	1
142																					33765431	0	1	1.0	1	W3131651061	True	hybrid	2021.0	2021.0	2021.0	1	unige:157440	0	2021	33765431.0	Neurobiology of Aging	1
143																					33837599	0	1	1.0	1	W3146237631	True	hybrid	2021.0	2021.0	2021.0	1	unige:153284	0	2021	33837599.0	Global Change Biology	1
144																					33843464	0	1	1.0	1	W3155438597	True	gold	2021.0	2021.0	2021.0	1	unige:174953	0	2021	33843464.0	Virulence	1
145																					33891812	0	1	1.0	1	W3152674892	True	green	2021.0	2021.0	2021.0	1	unige:156212	0	2021	33891812.0	Analytical chemistry	1
146																					33894244	0	1	1.0	1	W3153260836	True	hybrid	2021.0	2021.0	2021.0	1	unige:165487	0	2021	33894244.0	Neuropsychologia	1
147																					33903255	0	1	1.0	1	W3136981109	True	hybrid	2021.0	2021.0	2021.0	1	unige:162857	0	2021	33903255.0	Proceedings of the National Academy of Sciences of the United States of America	1
148																					33925513	0	1	1.0	1	W3157274496	True	gold	2021.0	2021.0	2021.0	1	unige:157164	0	2021	33925513.0	International journal of environmental research and public health	1
149																					33962623	0	1	1.0	1	W3157135845	True	gold	2021.0	2021.0	2021.0	1	unige:176254	0	2021	33962623.0	Conflict and health	1
150																					33977185	0	1	1.0	1	W3155075492	True	gold	2021.0	2021.0	2021.0	1	unige:155484	0	2021	33977185.0	Pain reports	1
151																					34046556	0	1	1.0	1	W3144386390	True	green	2021.0	2021.0	2021.0	1	unige:157886	0	2021	34046556.0	Nanoscale advances	1
152																					34060844	0	1	0.0	1	W3165014219	False	closed	2021.0	2021.0	2021.0	0	unige:157705	0	2021	34060844.0	Nano letters	1
153																					34086786	0	1	0.0	1	W3164601973	True	gold	2021.0	2021.0	2021.0	1	unige:155052	0	2021	34086786.0	PloS one	1
154																					34112980	0	1	0.0	1	W3160357885	True	green	2021.0	2021.0	2021.0	1	unige:166135	0	2021	34112980.0	Nature human behaviour	1
155																					34113585	0	1	0.0	1	W3164601918	True	gold	2021.0	2021.0	2021.0	1	unige:157162	0	2021	34113585.0	Frontiers in pediatrics	1
156																					34118619	0	1	0.0	1	W3167814896	True	hybrid	2021.0	2021.0	2021.0	1	unige:158798	0	2021	34118619.0	Chemosphere	1
157																					34118653	0	1	0.0	1	W3172297526	True	green	2021.0	2021.0	2021.0	1	unige:156276	0	2021	34118653.0	Infant behavior & development	1
158																					34121422	0	1	0.0	1	W3169123844	True	green	2021.0	2021.0	2021.0	1	unige:169408	0	2021	34121422.0	Journal of speech, language, and hearing research	1
159																					34124870	0	1	0.0	1	W3169015770	True	gold	2021.0	2022.0	2022.0	1	unige:155951	0	2021	34124870.0	International journal of health policy and management	1
160																					34125469	0	1	0.0	1	W3168007982	True	green	2021.0	2021.0	2021.0	1	unige:156643	0	2021	34125469.0	Angewandte Chemie (International Edition)	1
161																					34132127	0	1	0.0	1	W3165925018	True	hybrid	2021.0	2022.0	2022.0	1	unige:156854	0	2021	34132127.0	Journal of intellectual disabilities	1
162																					34152188	0	1	0.0	1	W3038866420	True	green	2021.0	2021.0	2021.0	1	unige:158737	0	2021	34152188.0	Physical review letters	1
163																					34201523	0	1	0.0	1	W3173310082	True	gold	2021.0	2021.0	2021.0	1	unige:157160	0	2021	34201523.0	Brain sciences	1
164																					34238085	0	1	0.0	1	W3178535587	True	hybrid	2021.0	2021.0	2021.0	1	unige:159955	0	2021	34238085.0	The quarterly journal of experimental psychology	1
165																					34254262	0	1	0.0	1	W3179580132	True	green	2021.0	2022.0	2022.0	1	unige:158548	0	2021	34254262.0	Quality of life research	1
166																					34301677	0	1	0.0	1	W3186602906	True	gold	2021.0	2021.0	2021.0	1	unige:155952	0	2021	34301677.0	BMJ global health	1
167																					34335309	0	1	0.0	1	W3184716592	True	gold	2021.0	2021.0	2021.0	1	unige:157159	0	2021	34335309.0	Frontiers in physiology	1
168																					34346255	0	1	0.0	1	W3191496919	True	hybrid	2021.0	2022.0	2022.0	1	unige:156298	0	2021	34346255.0	Language and speech	1
169																					34349915	0	1	0.0	1	W3169810312	True	gold	2021.0	2021.0	2021.0	1	unige:157887	0	2021	34349915.0	Chemical science	1
170																					34353820	0	1	0.0	1	W3189933556	True	gold	2021.0	2021.0	2021.0	1	unige:155953	0	2021	34353820.0	BMJ global health	1
171																					34354204	0	1	0.0	1	W3191387553	True	gold	2021.0	2021.0	2021.0	1	unige:157161	0	2021	34354204.0	Scientific reports	1
172																					34355313	0	1	0.0	1	W3189841045	False	closed	2021.0	2022.0	2022.0	0	unige:166971	0	2021	34355313.0	Environmental science and pollution research international	1
173																					34356567	0	1	0.0	1	W3182232178	True	gold	2021.0	2021.0	2021.0	1	unige:157158	0	2021	34356567.0	Children	1
174																					34389172	0	1	0.0	1	W3182553486	True	hybrid	2021.0	2021.0	2021.0	1	unige:158547	0	2021	34389172.0	Advanced drug delivery reviews	1
175																					34421759	0	1	0.0	1	W3189353284	True	gold	2021.0	2021.0	2021.0	1	unige:163195	0	2021	34421759.0	Frontiers in psychology	1
176																					34434844	0	1	0.0	1	W3156219432	True	gold	2021.0	2021.0	2021.0	1	unige:165219	0	2021	34434844.0	MethodsX	1
177																					34461331	0	1	0.0	1	W3193742961	True	hybrid	2022.0	2022.0	2022.0	1	unige:155084	0	2022	34461331.0	Chemosphere	1
178																					34467389	0	1	0.0	1	W3175368678	True	hybrid	2021.0	2022.0	2022.0	1	unige:162854	0	2022	34467389.0	Cerebral cortex	1
179																					34480970	0	1	0.0	1	W3196667264	True	hybrid	2021.0	2021.0	2021.0	1	unige:155050	0	2021	34480970.0	International journal of psychophysiology	1
180																					34498852	0	1	0.0	1	W3197535484	True	green	2021.0	2021.0	2021.0	1	unige:156105	0	2021	34498852.0	Journal of the American Chemical Society	1
181																					34505836	0	1	0.0	1	W3197800858	True	gold	2021.0	2021.0	2021.0	1	unige:158549	0	2021	34505836.0	JMIR	1
182																					34519508	0	1	0.0	1	W3200520636	True	green	2021.0	2021.0	2021.0	1	unige:155082	0	2021	34519508.0	The journal of physical chemistry. B	1
